"subject","version","assignmentId","cond","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","attention_check_truth","attention_check_result","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"b4ed1914cf2b3e5cfa2fce9747739b35","cs_wg_mon_conf_loss_real1","32ZKVD547FO4YEBK3DYP5RKSVGNB36",0,53596,709495,"Male",1359,"Yes","No","Think of the month that I remember to have the least negative points",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:45:37",15025
"130b586b0165ee645429cb23d3b83484","cs_wg_mon_conf_loss_real1","3C6FJU71TQUKAGHESP8A0B8TT1NYUC",0,149029,921939,"Other",1267,"No","No","Honestly, I just tried to think of something as quickly as possible, and then kicked myself for not thinking of May.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:45:37",15026
"a3f35b0f115e246503adf5a6120c70e2","cs_wg_mon_conf_loss_real1","31LVTDXBL7B8UPIY5GOF1SJDDNFLR3",0,115271,939116,"Female",1398,"No","No","Go through the list of months in order until I find one that has the third letter very late in the alphabet.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:45:42",15027
"211265f649abc88d7ed38497fb724ffa","cs_wg_mon_conf_loss_real1","3G5F9DBFOPYY10GPNFERAXF9HCKHVM",1,99059,786303,"Male",864,"Yes","No","memory",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:45:46",15028
"eeff9d0b1c72ed5e38d9e98b9a1b17ca","cs_wg_mon_conf_loss_real1","3WI0P0II61TPWDU6SZQRIFB84EDRDT",1,41955,936738,"Male",1082,"No","No","I started with the first month and thought about the third letter of each until I hit ""May""",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:46:03",15029
"0588f4985fe8828b0ab3cc7b9047e4f8","cs_wg_mon_conf_loss_real1","3PS7W85Z8Z3Q92UHK8QKWYT01EVT9R",1,147999,963702,"Male",1041,"No","No","I just went through the words I remembered from part one and tried to visualize the third letter. This survey was very well-designed. Thank you for allowing me to participate.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:46:31",15030
"9d59c9619c2fcffb90a9b7c370e9701f","cs_wg_mon_conf_loss_real1","30H4UDGLT2J7OUK4S0L5WAYNCAHMPE",0,83246,858873,"Female",1143,"Yes","No","I think very deeply to answer to third letter question ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:46:42",15031
"6f04011f0e0af201440f4473c936179a","cs_wg_mon_conf_loss_real1","3EICBYG644XYTX5FKYM7WI7Z9X7JCT",1,85174,960843,"Male",1045,"No","No","started at the 1st month of the year and when got to month that had the 3rd letter down a bit like march took it as was running out of time",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:47:08",15032
"4344c60c59dca5a8443a10954188aeb1","cs_wg_mon_conf_loss_real1","3HFNH7HEMHFSWWPXHA2ZJA40LKRQG1",1,27070,512855,"Male",858,"Yes","Yes","good",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:47:40",15033
"0edc9076d754cccee1a6be715e54b630","cs_wg_mon_conf_loss_real1","33L7PJKHCGZQVXB7FGK6W2YPH8DT82",1,121568,1020205,"Male",1120,"No","No","I tried to think of as many months as I could because of the quick timer.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:47:59",15034
"6180d866dd34a27df14cf35626b9fe24","cs_wg_mon_conf_loss_real1","386CSBG1OZNQZ30R5XTD7JRBR7QQ63",1,67332,859041,"Female",1081,"No","No","I went through the months in chronological order. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:48:49",15035
"12ef094ec40b40db5385e44f5b418df5","cs_wg_mon_conf_loss_real1","3QRYMNZ7FYIBY4YBLI9PEZOK63CNTK",1,63354,984305,"Female",794,"Yes","Yes","nice",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:48:51",15036
"a3a54eb48bae0e89c801696aaca6d73e","cs_wg_mon_conf_loss_real1","35DR22AR5DLBBHEL89Q7UOBKEI9X3X",0,132776,1123898,"Female",1217,"No","No","At first I thought it was which month came earlier in the year. I didn't have a strategy just thought of months that had the third letter with the highest number.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:49:35",15037
"be6c360bb6315834a1cd22c605baa474","cs_wg_mon_conf_loss_real1","3PJUZCGDJ6H7BI2THAFP52XDN1B89I",1,69173,1071092,"Male",1136,"No","No","",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:50:00",15038
"ed803d622cc5d006b3dd949211ad4ceb","cs_wg_mon_conf_loss_real1","3NS0A6KXC491AOQO46LCA3G4QOFGZQ",1,91896,815609,"Male",870,"Yes","No","very useful",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:50:24",15039
"85aeacb33d36c2fb203874b3dbef64c9","cs_wg_mon_conf_loss_real1","3FTF2T8WLRJI1JYBFDVVJI0Z58DW9K",1,32530,1148850,"Male",806,"Yes","No","nothing",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:51:23",15040
"eba06536fb62304c9d69eeb16da72fc5","cs_wg_mon_conf_loss_real1","3K772S5NP8CHZPU3SPPHATRNHHGHEF",1,128247,1036653,"Female",875,"Yes","Yes","good survey",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:51:38",15041
"3d605f1d2c1db18baca3223e7cf6ed0d","cs_wg_mon_conf_loss_real1","3EG49X351UDA8013RBO51RN4O9C6XD",0,308023,1167508,"Male",1120,"No","No","I like this study very much. Thank you so much for make my time wonderful.  ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:51:52",15042
"fee0010c8b8b7f43171fbad524054ef2","cs_wg_mon_conf_loss_real1","3ERET4BTVMAR6J4UQZCSV764I27K9H",1,101610,798485,"Male",1006,"Yes","No","I was considering the words with the maximum points that the month gave me.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:51:59",15043
"ab768313e695e2fc6d7ce8a60b1d9e3e","cs_wg_mon_conf_loss_real1","3LEIZ60CDJ0MVE3GQ0F2IMUHMBJ9ZR",1,95019,1061396,"Male",1131,"No","No","I thought QRSTUVWXYZ and November came to my mind",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:52:08",15044
"24838d723713598a72225de620807d4d","cs_wg_mon_conf_loss_real1","3UWN2HHPUY6AJ4LWWI4Z4USY4L3SN7",0,67430,786761,"Male",1397,"No","No","I just went through all the months in my head until I found one that had a late letter.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:52:35",15045
"d993ec216557dac697530b22f14f3baf","cs_wg_mon_conf_loss_real1","3YWRV122CS05VAQWFLAG1YKR0MLU8V",1,160496,1182959,"Male",1116,"No","No","I was not sure if I was supposed to put the months down on part 2. I just thought of a word that has Z as the 3rd letter. But I remember now I was supposed to put a month down, because it was from part 1. November was the first month I thought of.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:52:46",15046
"278f51a595bd95b677b42f483a6d7db2","cs_wg_mon_conf_loss_real1","3EA3QWIZ4IWJK3NKO2WX9RS3K4JTIB",1,199941,1251101,"Female",1106,"No","No","I was gonna try to remember the months by point value but quickly realized I wouldn't be able to do that and count the third letter in the time order so I just listed them in my head chronologically...until May popped out as the winner.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:52:50",15047
"f33bd4c3d840248471fee04b6d2755d8","cs_wg_mon_conf_loss_real1","34Z02EIMISE8D864KC7R3NS7YA1T0F",0,126134,1318641,"Female",1323,"No","No","no",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:52:50",15048
"e5887af28a2b37aefb8c2f3f964205aa","cs_wg_mon_conf_loss_real1","3IQ1VMJRYTLLU6V8E8Z31T38DQFA9U",0,63107,890363,"Female",1392,"No","No","",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:14",15049
"fe66b019516aaf5268b8e79f72ead35c","cs_wg_mon_conf_loss_real1","31T4R4OBOSH5924DJPXATS2QI3C7CH",0,48902,928870,"Male",1358,"No","No","",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:37",15050
"cd364e868e664a73b7170aff411c9cf1","cs_wg_mon_conf_loss_real1","3RXPCZQMQPC4FS5GWVCKI9WSD911GL",0,134422,1252000,"Male",1411,"No","No","Pick the closest letter to Z that I could. Since my birthday is in may I thought of that second.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:39",15051
"33d15458e3deedb1550b0f63887c6cab","cs_wg_mon_conf_loss_real1","33JKGHPFYCV7L98RCL8DSLTSCWJMNN",0,154081,1009109,"Male",1245,"No","No","i really liked this study thanks for letting me participate ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:39",15052
"aaf1449d0df0c9aac8f4038fb2eb373b","cs_wg_mon_conf_loss_real1","34S6N1K2ZVKV5V4V9BCLNOH7QEHLH6",1,165315,1409766,"Male",1135,"No","No","I started with the letter ""z"" first. There is no letter z in any months so I moved ono to ""Y"". There is only one month which has ""y"" as the third letter in it which is ""may"".",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:55",15053
"886859331b5f91b29c8fc2cdcbd27dfd","cs_wg_mon_conf_loss_real1","3QHK8ZVMIMJLEI199J2P1DE9V1DBLH",0,127120,1313709,"Male",1422,"No","No","I was going in order of the months",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:53:59",15054
"3d20307c98d4fd663b812c8540542adf","cs_wg_mon_conf_loss_real1","3NKQQ8O39Y6HC5MNWTLWNQYSBDIUD1",1,49358,744384,"Male",1077,"No","No","I listed the months in order in my head starting with April, cause R is relatively late. Once I got to August, I know it was probably the latest, so I stopped when I got there.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:02",15055
"c21bb4e113b71b32035708b69ff7104e","cs_wg_mon_conf_loss_real1","3RU7GD8VPOUAMPX9CXHR8JXT403SP2",1,81662,892130,"Male",1142,"No","No","No Strategy",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:02",15056
"197173b514618f31d624f481814adcba","cs_wg_mon_conf_loss_real1","32VNZTT0A75CWHBDZOPYFBH2R1KR4G",0,170269,1377896,"Female",1395,"No","No","I didn't have much of a strategy, I was just trying to think as quickly as possible. But I know I ended up getting it wrong. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:07",15057
"f8ba968917683b592f05c44f5ef557ee","cs_wg_mon_conf_loss_real1","38BQUHLA9W1P3U83D08Q7ATX25LMOX",1,125005,1278955,"Male",893,"No","No","when timer is on i was very nervous, so that am not able to think. so i was saying all months, while doing that spetember and march came to my mind. without thinking i chose march ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:14",15058
"abb2efa3b2a7e14e8baf87193338f000","cs_wg_mon_conf_loss_real1","3R8YZBNQ9HJ933EWO7Y5DXR7MIE7QN",0,62971,889443,"Male",1328,"No","No","I really was just cycling through them in my head. It is way harder to think with a timer counting down than I thought. Felt some pressure.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:19",15059
"a863f0c1ddaed0e9e017fa3137ed68f1","cs_wg_mon_conf_loss_real1","37TRT2X24QSFJSD96YQCLY1HRDDJBU",0,85301,822118,"Female",1337,"No","No","",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:21",15060
"7792455a6185c9c4810364b26e5e6885","cs_wg_mon_conf_loss_real1","32N49TQG3GJJRD8BH94ZTBS54IVAV7",0,83860,818163,"Female",1139,"Yes","Yes","its easy",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:31",15061
"41b2881471ed9496f45c20879dc31c92","cs_wg_mon_conf_loss_real1","3IQ1VMJRYTLLU6V8E8Z31T38DQC9AQ",1,373697,1215960,"Male",1064,"Yes","No","No none",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:40",15062
"ef741e04be20a707b29e8db03b13127d","cs_wg_mon_conf_loss_real1","3YZ8UPK3VTN77DG9WXQL3KGAQE7CUM",1,72846,911422,"Female",1067,"No","No","I struggled with the third letter question, it is much harder than it looks",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:46",15063
"95da8a3eb8c2209f8d8efc349f63c056","cs_wg_mon_conf_loss_real1","3UJ1CZ6IZHQ6TFFQSI8DADSCDZYS5A",1,122096,1252169,"Male",963,"Yes","No","That was so interesting. I love this type of games.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:54:56",15064
"d55a0ffb4754afa66990a2de7e2077de","cs_wg_mon_conf_loss_real1","3JBT3HLQF837N1JN7PBZ4CUWRE0PZZ",1,78743,1265187,"Female",1069,"No","No","There was too much text on the second part questions.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:22",15065
"32532c8cbb59b62b5da6f190f68d6562","cs_wg_mon_conf_loss_real1","33PPO7FECVGC3ERN2CWI4NAHHJWDIF",0,132980,1289187,"Female",1210,"Yes","Yes","nice",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:26",15066
"02d29463552ffe76bc702fe88302ab22","cs_wg_mon_conf_loss_real1","336YQZE83VF3VK2L8LCRY4T6LBI5MF",1,172644,1319003,"Female",1118,"No","No","I just wrote the first longest month I could think of. Thank you! That was really fun! :D",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:27",15067
"aafc2351b4d0d68b94a52586c8000745","cs_wg_mon_conf_loss_real1","3IFS6Q0HJIKI53A5Z2R7ZMWHIL4ISA",1,87324,1075110,"Male",1112,"No","No","My strategy for the third letter question was initially to just repeat the months in order in my head, but then quickly realized I was running out of time. I started to pick months at random. As soon as I landed on November, I just immediately typed it in. I wish I had thought of May before!

This was fun, thanks!",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:38",15068
"b1d5c1ace43b76c2d4bbc7656d415c3f","cs_wg_mon_conf_loss_real1","3U0SRXB7CD6YIPLJHT4UEKN2IIGNR8",0,167365,1395263,"Female",1421,"No","No","Honestly, May just popped into my mind first as I was searching for any month to evaluate. Then I started checking other months against it. For some reason I started with the end of the year months, maybe because I was trying for end of the alphabet letters, not that that makes sense.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:39",15069
"f7722dd27715cc06ec4d5980dd4d3481","cs_wg_mon_conf_loss_real1","324G5B4FB39LFA9X794QYR0P9EC07E",0,54514,1276486,"Female",1154,"Yes","No","Nice.The strategy was A-1,Z-26  for the third-letter question if the words was shown in part 1.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:40",15070
"24e19d1e48101f731feabd9c3708a20c","cs_wg_mon_conf_loss_real1","33JKGHPFYCV7L98RCL8DSLTSCWIMNM",1,485282,1248754,"Male",1082,"No","No","I actually just thought of May first and then realized that there's no month that has letter Z. I randomly thought of the first three months before realizing that there's no letter Z anywhere. I thought the study was interesting overall. In the first part, I tried not to use the hints for a while so that I could figure out which months were worth more points. Then, once I had a solid grasp of the point allocation, I enabled hints to maximize my earnings for a chunk of questions.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:46",15071
"aa9e5a27b034fffa8590c991dd31000d","cs_wg_mon_conf_loss_real1","3KKG4CDWKIZ6SHFR57PCOQH8LGH49B",0,92897,1069414,"Male",1396,"No","No","I just wrote out the first three letters of each month in order of months until I got to May, and then I ran out of time. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:55:47",15072
"3c5b0691c6fb2621eef158295750fe18","cs_wg_mon_conf_loss_real1","3Q5C1WP23M26ZVGWFZTTEC53NZM150",0,100351,1408286,"Male",1158,"Yes","No","none",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:56:10",15073
"be4e6b25158ec06fd2a8ee9ff4fc2112","cs_wg_mon_conf_loss_real1","351SEKWQS0IYZXHENRUAWGHYYSIMD6",1,79431,888216,"Male",1085,"No","No","no",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:56:20",15074
"6282e2156b1a50094d60fe8fb55393a6","cs_wg_mon_conf_loss_real1","3GNA64GUZE5UGZ0D0EJ8FDDBVCJQ5R",0,81592,854674,"Male",1134,"No","No","That was good",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:56:37",15075
"e53de4afab337deb34f3862396743593","cs_wg_mon_conf_loss_real1","3EJJQNKU9R668TZ8EV9H90Q6W7AHRY",1,133969,1128067,"Female",1119,"No","No","I literally just sat and closed my eyes and envisioned the letters and their placements. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:56:49",15076
"52cffe7ff8786d7f37abe5256b75700a","cs_wg_mon_conf_loss_real1","3FIJLY1B6U51IKSN6DHS1KEEF96FP1",0,147141,1252514,"Male",1382,"No","No","I don't actually recall having a strategy for the third letter question.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:56:52",15077
"2d3c276edba776b7d0a60f00d09fb7cc","cs_wg_mon_conf_loss_real1","3NS0A6KXC491AOQO46LCA3G4QNCZG4",0,80849,1021476,"Female",1151,"Yes","No","no",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:00",15078
"28148532a829203d7d9a09df2f0e0dca","cs_wg_mon_conf_loss_real1","3UNH76FOCS61X8C5JNHO91RZGFKYMK",0,54408,1400008,"Female",1149,"Yes","Yes","good ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:06",15079
"ca55fed50d5ee08dae2810d5a31b5986","cs_wg_mon_conf_loss_real1","3GA6AFUKOOPEPRE6358LR2NQQTW3HI",1,125424,1035233,"Male",975,"No","No","I was going to pick the word that had the best letter for the most points, however, I panicked and typed the first thing that came to mind.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:19",15080
"b34aea5f3a66aa09b9975bd2ba0b70d0","cs_wg_mon_conf_loss_real1","32Z9ZLUT1LL3BG7SM3SDF5L1LKPOHV",0,116094,1274936,"Male",1289,"Yes","Yes","it be nice study thanks",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:33",15081
"377d0ea728e3e04b4f32166c1bc00cee","cs_wg_mon_conf_loss_real1","3BDCF01OGXVHRQUKJBG99OCAGBZYLP",0,76687,998484,"Male",1358,"No","No","I just enumerated all months in order starting with January. I got to May and recalled that no month has the letter Z in it, so May is the answer.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:42",15082
"a6edd23578de90c5e0ed23eafa07a1c2","cs_wg_mon_conf_loss_real1","3ND9UOO81K3D2LZK4AYLORRU530LWE",0,114743,1053014,"Male",1332,"No","No","My strategy was to think of a good word and when I panicked at the end to answer, I ended up typing in August",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:57:58",15083
"ca9036ad7e0a373be535676cc81927ef","cs_wg_mon_conf_loss_real1","3YMTUJH0DSHPCWO53DUTFQIKFNOT44",1,75715,861879,"Male",1050,"Yes","No","concentrate",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:16",15084
"5342aabea88727e08aa3ceb16ddea344","cs_wg_mon_conf_loss_real1","3LKC68YZ3A4L862HH2EDG8VO070OWR",1,211819,1526960,"Male",998,"Yes","Yes","Nothing",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:19",15085
"74ae239bcc6aff8c189bc889d83b7663","cs_wg_mon_conf_loss_real1","3N4BPTXIO8TPQBSXOA7JR3TIVNGKU7",1,144447,1385652,"Female",1123,"No","No","I tried to think of the closest letter to z.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:32",15086
"e8cf2280f25bfe84080cb1ef492fa931","cs_wg_mon_conf_loss_real1","3Z4GS9HPNVBZXL9HS8PZD6ACHSL77O",0,113145,1194434,"Female",1194,"No","No","nothing it was perfectly good and active",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:38",15087
"ae961717884046f4693dbdb0f748f234","cs_wg_mon_conf_loss_real1","32Q90QCQ1SM81FVBYASENL7F9YKEKG",0,621017,1659987,"Female",1147,"Yes","No","I think A just for guess",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:42",15088
"896de9f0e04c0a0715279ceb7c002fc1","cs_wg_mon_conf_loss_real1","3XUHV3NRVKZH361AHOWE6ZLA4PP5HC",1,92090,872260,"Female",1106,"No","No","I was just trying to go through every month in order quickly",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:47",15089
"7876b165b4e882e15c003155919589c8","cs_wg_mon_conf_loss_real1","323Q6SJS8IH953UZN09NSBCNTIVHFX",0,175848,1086923,"Male",1159,"Yes","Yes","none",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:51",15090
"6f190fe77c32b2e5af5f60d4520aeda5","cs_wg_mon_conf_loss_real1","3GDTJDAPVUCMI2LN6JJUAO3XN0IM8V",1,203175,1458289,"Male",916,"Yes","No","None",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:56",15091
"ecfd0101ef6aa820a4d59664ab2dd550","cs_wg_mon_conf_loss_real1","3LYA37P8IQOAUCJROJQOMD1U629KBQ",1,96530,1412803,"Female",1131,"No","No","I just started thinking through the months. I don't know why but I was only thinking of the ones with lots of letters, and I thought November was a good choice. I know May would have been better but I guess it didn't come to mind because the third letter is the last letter?",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:58:59",15092
"078f537e0eeed770073d829ce920a231","cs_wg_mon_conf_loss_real1","39JEC7537U27KS591N0QZ6IT4LGVCU",0,208595,1324013,"Male",1370,"No","No","I just tried to think of as many months and their third letters that I could think of as quickly as possible so I could come up with my best answer. I can't believe I didn't think of May!",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:59:01",15093
"ca157d7769fc12db00a57b7eaaf21357","cs_wg_mon_conf_loss_real1","36V4Q8R5ZK1SO6LJSD0UWFOXH63QM9",1,194635,1685473,"Female",1113,"No","No","I have no comments for the study. Well the third letter question, i might of read the question wrong because i was thinking the their letter from the alphabet witch is c and i just instantly thought of December. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:59:24",15094
"214adaaab8f67a1d35baddf96a9d2105","cs_wg_mon_conf_loss_real1","3NQL1CS15R9KNV6EXFIFWXAC78WVYY",0,169946,1210823,"Male",1274,"No","No","I went through tht emonths of year",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 16:59:44",15095
"0d2172c922b82819f2a67d563b296623","cs_wg_mon_conf_loss_real1","3IAS3U3I0FHFDWF1ZDKKMHF0P2Q2BP",1,153553,1301557,"Male",1071,"No","No","fun game! I counted the months I saw starting with January looking for the third letter that was late in the alphabet. I hadn't considered anything else after may.  ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:02",15096
"165ce34dc9025f6ad1d5612411e451aa","cs_wg_mon_conf_loss_real1","3U0SRXB7CD6YIPLJHT4UEKN2IIFRNB",0,297635,1753754,"Female",1404,"No","No","I think the months just came into my mind randomly, I didn't have any specific strategy",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:10",15097
"60dcfd6994c3fb2b0085c020f9e320ea","cs_wg_mon_conf_loss_real1","3YGXWBAF70I8QFMUHRZ3QGIGR1NC43",1,71852,1158524,"Male",1122,"No","No","Thought of November first, as that just came to my mind with a ""late"" third letter. I though randomly, then decided to go through months in order",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:17",15098
"1141e68b402e248ce52737599800ce69","cs_wg_mon_conf_loss_real1","3FE7TXL1LIO2H2HQIVHAH6AZB2TQ2R",1,88566,994660,"Female",1114,"No","No","My strategy for the final part was to just spell out the first 3 letters of each month. I thought the instructions for this tasks were very clear. The researchers did a great job of explaining things step by step. ",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:31",15099
"ea30e85d6103dc4cc238e5cf5ea4f0c7","cs_wg_mon_conf_loss_real1","3X65QVEQI0O4ONTFNJYKCXKRDMCLCX",1,293340,1691789,"Male",902,"Yes","No","very good thinking and maid fresh ,stress relief task",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:51",15100
"73f3c8b6e7fddaa7c7816ce1e90a5b31","cs_wg_mon_conf_loss_real1","3K772S5NP8CHZPU3SPPHATRNHHHEHD",1,181414,1387049,"Male",1137,"No","No","Think of months from the begining of the calendar year with regard to spelling. Once I got to may I realized there would not be a month with a z.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:00:52",15101
"3762037e9fa7e6f4e8c8a1bb6d347e42","cs_wg_mon_conf_loss_real1","3RYC5T2D73UYLAXWX8HMI9SXIXGRP7",1,134558,1787840,"Female",871,"Yes","No","The submit is quite challenging and involves a lot of concentration. And its interesting too. Thank you.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:01:32",15102
"ce34a92599f1a1661c331dede9e26f18","cs_wg_mon_conf_loss_real1","30ZX6P7VF8WLVFDDN5X1K5YDX6UJ2K",1,106529,1825433,"Male",825,"Yes","No","I would like this study and very interesting in this study.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:01:34",15103
"9f2e797c5bcf43cc16b67c802a7361fc","cs_wg_mon_conf_loss_real1","3XCC1ODXDLCJLMYBXLWBIEI7NT2QRX",0,278890,1850511,"Male",1157,"No","No","No comments",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:01:54",15104
"6bb64a148b2cd2f44dbca5eb62ca4866","cs_wg_mon_conf_loss_real1","3NVC2EB65Q00BM4VD5C9D2ITGO3Y34",1,69664,1842791,"Male",967,"No","No","It was really interesting, the study. For the third letter, I honestly just ran through the months really fast in my head. However, I found the selecting months based on values test to be so different from anything I have ever encountered. I was doing my best to memorize and visually find correlations to better earn points. Thank you for your time. Also, one of the pages did not load correctly so I did my best on that page. I just wanted to let you know. Best, Mk",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:01:58",15105
"30e0b393b74c1178dba5e623f22f7c17","cs_wg_mon_conf_loss_real1","36U2A8VAG1067KC2YB48UOZVRBVKY9",0,76299,1235993,"Male",1214,"Yes","No","Remembering the words by seeing carefully.",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:02:15",15106
"1a918e1fd8fbcaac865caffb4bb19adf","cs_wg_mon_conf_loss_real1","3XM0HYN6NK09C6SRB2XMJ2TE38QEPH",0,337437,1942684,"Male",1180,"Yes","No","very nice this study and i will enjoy",NA,NA,"NULL","NULL","NULL","NULL","NULL","NULL","2020-07-30 17:02:51",15107
