subject,cond,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
767b4ec80f793aec8fb8ccf297b115cd,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""July"":1,""April"":1,""January"":1,""February"":0,""June"":1,""May"":0,""August"":0,""October"":0,""September"":1,""March"":0,""November"":1}",NA,13956,6/5/19 12:51,37735
69586c7c19b9c41e1fb91a45c6ad9d1d,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""June"":0,""October"":0,""December"":1,""September"":0,""August"":1,""February"":1,""November"":1,""March"":0,""April"":0,""May"":0,""July"":1}",NA,11106,6/5/19 12:51,37736
5a5909e0a2d8675b951bb8574e967d62,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"March
March
March",NA,16000,6/5/19 12:54,37737
c9a66f27e1ceced4bf6de7e003821e9d,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,August,NA,16000,6/5/19 12:55,37738
5a5909e0a2d8675b951bb8574e967d62,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""July"":0,""March"":1,""April"":0,""November"":0,""October"":1,""December"":0,""January"":0,""August"":0,""February"":0,""September"":0,""May"":1}",NA,7051,6/5/19 12:55,37739
c9a66f27e1ceced4bf6de7e003821e9d,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""July"":1,""February"":0,""June"":1,""December"":1,""October"":0,""April"":1,""November"":0,""January"":0,""May"":0,""August"":1,""March"":1}",NA,8019,6/5/19 12:56,37740
b936fcf77fd93c1aaeb4df5af494744a,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,June,NA,16000,6/5/19 12:58,37741
63808be1c63fd7efa2d45a5cb4af1842,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,september,NA,16000,6/5/19 12:58,37742
4c220e287216a2caa8016945b120d1fc,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"July
",NA,16000,6/5/19 12:58,37743
4c220e287216a2caa8016945b120d1fc,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""November"":0,""April"":1,""October"":0,""December"":0,""February"":1,""July"":1,""June"":1,""January"":1,""September"":0,""August"":0,""May"":0}",NA,1869,6/5/19 12:59,37744
b936fcf77fd93c1aaeb4df5af494744a,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""June"":1,""July"":0,""April"":1,""February"":1,""May"":0,""August"":1,""December"":0,""March"":0,""October"":0,""January"":1,""September"":1}",NA,1522,6/5/19 12:59,37745
63808be1c63fd7efa2d45a5cb4af1842,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""June"":0,""September"":1,""March"":0,""April"":1,""May"":0,""July"":1,""February"":0,""August"":1,""November"":1,""December"":0,""October"":1}",NA,6009,6/5/19 12:59,37746
0a518354f325545f8c4d87140d258cb0,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"november
november",NA,16000,6/5/19 13:00,37747
0a518354f325545f8c4d87140d258cb0,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""September"":0,""March"":0,""May"":0,""October"":0,""August"":0,""February"":0,""January"":0,""July"":0,""June"":0,""April"":0,""December"":1}",NA,2100,6/5/19 13:01,37748
9f9274320ba2d44ea4cd6f1756889743,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,december,NA,16000,6/5/19 13:01,37749
5ac7fbfeee301665ee291cb2d9b2efb5,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"January
",NA,16000,6/5/19 13:02,37750
000547a3988cbabc201f1ba00cedf11f,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,october,NA,16000,6/5/19 13:03,37751
9f9274320ba2d44ea4cd6f1756889743,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""August"":0,""May"":0,""February"":0,""March"":0,""October"":0,""July"":0,""September"":0,""January"":0,""June"":0,""November"":0,""April"":1}",NA,23804,6/5/19 13:03,37752
3dd3d0658ef341267313d8148e62bc6c,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"may
may
august
april
june
july
",NA,16000,6/5/19 13:03,37753
5ac7fbfeee301665ee291cb2d9b2efb5,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""December"":0,""July"":0,""November"":0,""August"":0,""February"":1,""May"":0,""March"":0,""October"":1,""April"":1,""June"":0,""January"":1}",NA,4539,6/5/19 13:04,37754
3dd3d0658ef341267313d8148e62bc6c,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""June"":1,""July"":0,""April"":0,""October"":0,""November"":0,""March"":1,""January"":0,""September"":0,""August"":0,""May"":0,""February"":0}",NA,9945,6/5/19 13:04,37755
000547a3988cbabc201f1ba00cedf11f,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""October"":1,""March"":1,""February"":0,""January"":0,""November"":0,""July"":1,""December"":0,""August"":0,""April"":0,""September"":0,""May"":1}",NA,11528,6/5/19 13:05,37756
17b37fdead24940016a88b52252fcde2,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,June,NA,16000,6/5/19 13:06,37757
17b37fdead24940016a88b52252fcde2,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""November"":0,""August"":0,""October"":1,""April"":0,""September"":0,""July"":0,""February"":0,""January"":0,""March"":1,""June"":1,""May"":1}",NA,2993,6/5/19 13:07,37758
0efd4dc2a0e5ee86a967067fe9ef9545,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,march,NA,16000,6/5/19 13:08,37759
0efd4dc2a0e5ee86a967067fe9ef9545,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""December"":0,""March"":1,""February"":1,""October"":1,""January"":0,""June"":1,""May"":0,""August"":1,""April"":0,""November"":1,""September"":0}",NA,4816,6/5/19 13:09,37760
8e14befbeffb3248062e95aefa00982b,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"June
june",NA,16000,6/5/19 13:10,37761
8e14befbeffb3248062e95aefa00982b,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""July"":0,""November"":0,""December"":0,""February"":0,""September"":0,""October"":0,""April"":0,""August"":0,""January"":0,""May"":0,""June"":1}",NA,2572,6/5/19 13:11,37762
ad51aec9577bfe5d79331e2401fd7f4d,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,January,NA,16000,6/5/19 13:13,37763
ad51aec9577bfe5d79331e2401fd7f4d,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""October"":0,""February"":0,""December"":0,""March"":0,""September"":1,""July"":0,""April"":0,""August"":0,""January"":1,""November"":0,""May"":0}",NA,3811,6/5/19 13:14,37764
04b157ee2bd0e26eaa3b97eddf4e22c2,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,May,NA,16000,6/5/19 13:14,37765
04b157ee2bd0e26eaa3b97eddf4e22c2,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""February"":0,""August"":0,""May"":1,""December"":0,""March"":1,""January"":0,""October"":1,""July"":1,""April"":1,""September"":0,""November"":0}",NA,6345,6/5/19 13:16,37766
c0c39a555a9d772b85aff12a195872a6,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,,NA,16000,6/5/19 13:19,37767
c0c39a555a9d772b85aff12a195872a6,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""December"":1,""October"":1,""February"":1,""August"":1,""June"":1,""January"":1,""September"":1,""April"":1,""November"":1,""March"":1,""May"":1}",NA,36403,6/5/19 13:21,37768
87fb85e89d2b87e37dc90d0bf2159a9c,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/5/19 13:22,37769
87fb85e89d2b87e37dc90d0bf2159a9c,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""March"":0,""February"":0,""July"":1,""April"":0,""June"":0,""December"":1,""August"":0,""October"":0,""January"":1,""September"":0,""May"":0}",NA,25651,6/5/19 13:23,37770
2a13a769e237299d2cd7ac70ee2756df,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"december
december",NA,16000,6/5/19 13:25,37771
2a13a769e237299d2cd7ac70ee2756df,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""December"":1,""September"":0,""October"":0,""June"":0,""February"":1,""May"":0,""July"":0,""January"":1,""August"":0,""March"":0,""April"":0}",NA,4985,6/5/19 13:26,37772
2c598a59c17d2898b881c63e3139696c,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"november
",NA,16000,6/5/19 13:30,37773
2c598a59c17d2898b881c63e3139696c,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""July"":0,""September"":0,""March"":0,""January"":0,""June"":0,""February"":0,""October"":1,""April"":0,""December"":0,""August"":1,""May"":0}",NA,2111,6/5/19 13:31,37774
0512c35574cf0fe0e6bf4b1816dc4665,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,june,NA,16000,6/5/19 13:33,37775
62590a064e5170287badcb55ef4927d4,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,MAY,NA,16000,6/5/19 13:33,37776
62590a064e5170287badcb55ef4927d4,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":1,""May"":1,""September"":1,""June"":0,""March"":0,""April"":0,""November"":0,""January"":0,""July"":0,""October"":0,""December"":0,""August"":1}",NA,5989,6/5/19 13:35,37777
59deac343ea2a9d128767aaefccceee4,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,june,NA,16000,6/5/19 13:36,37778
59deac343ea2a9d128767aaefccceee4,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""May"":1,""January"":0,""July"":1,""September"":0,""April"":1,""December"":0,""October"":0,""November"":0,""February"":0,""June"":1,""March"":0}",NA,6364,6/5/19 13:37,37779
0512c35574cf0fe0e6bf4b1816dc4665,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""November"":0,""August"":1,""February"":0,""June"":1,""May"":0,""October"":0,""December"":1,""September"":1,""March"":1,""April"":0,""July"":0}",NA,149516,6/5/19 13:37,37780
94346235f869f8be826c8261bc17a024,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/5/19 13:37,37781
94346235f869f8be826c8261bc17a024,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""June"":0,""August"":0,""September"":0,""January"":0,""October"":0,""March"":0,""February"":1,""April"":0,""May"":0,""November"":0,""July"":0}",NA,3369,6/5/19 13:38,37782
2ff53f85b0cabba06e4e046151911f8e,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,September,NA,16000,6/5/19 13:40,37783
5fc63d1fbaf03cf3340c1b05a0678e10,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/5/19 13:40,37784
5fc63d1fbaf03cf3340c1b05a0678e10,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""March"":0,""October"":0,""April"":0,""February"":1,""July"":0,""June"":0,""November"":0,""September"":1,""August"":0,""December"":1,""January"":0}",NA,1861,6/5/19 13:41,37785
feb6494ce5ca78d031449466d5a65e86,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/5/19 13:41,37786
2ff53f85b0cabba06e4e046151911f8e,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""September"":1,""June"":0,""March"":0,""July"":0,""February"":1,""May"":0,""December"":1,""April"":0,""October"":0,""August"":0,""November"":0}",NA,22372,6/5/19 13:41,37787
b0fe66a203b64dfaa5219940dad226e4,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"November
November",NA,16000,6/5/19 13:41,37788
842835d00356cefce4c856db0c859733,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,August,NA,16000,6/5/19 13:42,37789
feb6494ce5ca78d031449466d5a65e86,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""July"":0,""June"":0,""April"":1,""October"":0,""December"":1,""January"":0,""August"":1,""March"":0,""May"":1,""September"":0,""November"":0}",NA,5003,6/5/19 13:42,37790
b0fe66a203b64dfaa5219940dad226e4,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""February"":0,""August"":0,""July"":0,""December"":0,""October"":0,""September"":0,""May"":0,""April"":1,""June"":0,""January"":0,""March"":0}",NA,23477,6/5/19 13:43,37791
22a7d158badad91f5e1366d10f2a92b9,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,5www,NA,16000,6/5/19 13:43,37792
842835d00356cefce4c856db0c859733,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""August"":1,""May"":0,""January"":0,""December"":0,""April"":1,""June"":1,""March"":0,""July"":0,""November"":0,""October"":0,""February"":1}",NA,6906,6/5/19 13:43,37793
22a7d158badad91f5e1366d10f2a92b9,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""September"":0,""January"":1,""February"":1,""November"":1,""July"":1,""June"":1,""December"":1,""October"":1,""August"":1,""April"":1,""May"":1}",NA,10344,6/5/19 13:44,37794
d047620767295e52b451b9d138af0ed8,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,July,NA,16000,6/5/19 13:45,37795
d047620767295e52b451b9d138af0ed8,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""May"":0,""July"":1,""December"":0,""March"":1,""January"":0,""February"":0,""April"":0,""August"":1,""June"":1,""September"":0,""November"":1}",NA,17900,6/5/19 13:47,37796
4c28d82b2c1f67f930823dc5db4337ac,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"July
JU",NA,16000,6/5/19 13:53,37797
e5f9dc7ef4e232d7fb6f2cb2827b744a,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,April,NA,16000,6/5/19 13:54,37798
e5f9dc7ef4e232d7fb6f2cb2827b744a,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""August"":1,""May"":1,""June"":1,""April"":1,""October"":0,""February"":0,""December"":0,""July"":1,""November"":0,""January"":0,""September"":1}",NA,11252,6/5/19 13:55,37799
90e4387d38cf2d202dcd107799116027,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"december
de",NA,16000,6/5/19 13:56,37800
4c28d82b2c1f67f930823dc5db4337ac,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""February"":1,""August"":1,""September"":0,""October"":0,""June"":1,""July"":1,""January"":0,""April"":0,""May"":1,""November"":0,""March"":0}",NA,50712,6/5/19 13:56,37801
5c9cfc553ee7c73646fade4630a1e873,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"5

5",NA,16000,6/5/19 13:57,37802
90e4387d38cf2d202dcd107799116027,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""July"":0,""March"":1,""May"":0,""January"":0,""September"":0,""June"":0,""October"":0,""February"":0,""August"":0,""December"":1,""November"":0}",NA,8666,6/5/19 13:57,37803
5c9cfc553ee7c73646fade4630a1e873,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""December"":1,""May"":1,""April"":1,""February"":1,""August"":1,""January"":1,""October"":1,""March"":1,""November"":1,""July"":1,""June"":1}",NA,12388,6/5/19 13:59,37804
3b462e7a5f3459b379d5e994d6417c5e,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,september,NA,16000,6/5/19 14:00,37805
3b462e7a5f3459b379d5e994d6417c5e,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""November"":0,""December"":0,""October"":1,""February"":0,""January"":0,""September"":1,""April"":0,""May"":0,""March"":0,""June"":0,""July"":0}",NA,2211,6/5/19 14:01,37806
1f6ae04d88f06ffdffc544c4768b4566,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,January,NA,16000,6/5/19 14:11,37807
1f6ae04d88f06ffdffc544c4768b4566,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""November"":0,""February"":1,""June"":0,""September"":0,""December"":1,""October"":1,""January"":1,""August"":0,""March"":0,""July"":0,""May"":1}",NA,66126,6/5/19 14:13,37808
1ea58f2da567c26abbadfd5e7e1dd1a1,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"april
a",NA,16000,6/5/19 14:18,37809
1ea58f2da567c26abbadfd5e7e1dd1a1,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""September"":0,""May"":1,""March"":1,""April"":1,""December"":0,""August"":0,""July"":0,""February"":0,""June"":0,""January"":0,""November"":0}",NA,4955,6/5/19 14:19,37810
6fc6baaaf4dcd9a93af0354ddf2fb11c,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/5/19 14:46,37811
6fc6baaaf4dcd9a93af0354ddf2fb11c,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""October"":0,""February"":1,""August"":0,""November"":0,""September"":1,""March"":1,""May"":1,""April"":0,""December"":0,""June"":1,""July"":1}",NA,8449,6/5/19 14:48,37812
0a81efea470ba619e3be262fd5aca95f,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,July,NA,16000,6/12/20 15:39,38846
0a81efea470ba619e3be262fd5aca95f,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""December"":0,""March"":0,""August"":1,""October"":0,""November"":1,""May"":0,""June"":0,""September"":0,""February"":0,""January"":0,""April"":0}",NA,6417,6/12/20 15:40,38852
234a9f54bf4f26b1f34e00e5597dace1,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/12/20 15:40,38853
2516c9c84d7da60ae684a1cbb37687c3,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/12/20 15:40,38854
4c6411716d64111506fc5b7516a71b2b,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 15:41,38863
71302237747d87d753ba4cb38ac63133,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,January,NA,16000,6/12/20 15:41,38864
2516c9c84d7da60ae684a1cbb37687c3,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""August"":0,""January"":0,""December"":1,""July"":0,""October"":1,""February"":1,""June"":0,""March"":0,""May"":0,""November"":1,""September"":1}",NA,1914,6/12/20 15:41,38866
6f4bff1b93d4b3ecf7cc1626583b65f5,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,April,NA,16000,6/12/20 15:41,38867
c584e66b3e1b13f31425d11d511a1728,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,May,NA,16000,6/12/20 15:41,38870
e8812acb7d2b62cacc3989e4ce458d54,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"February
February",NA,16000,6/12/20 15:42,38877
6d2f522b3fc3a9b174990705c480d0aa,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,march,NA,16000,6/12/20 15:42,38878
34c9efb610984984b1b3449d1902ca6d,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 15:42,38882
234a9f54bf4f26b1f34e00e5597dace1,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""May"":1,""April"":1,""December"":0,""August"":0,""January"":0,""July"":0,""November"":0,""September"":0,""February"":1,""March"":0,""June"":0}",NA,12920,6/12/20 15:42,38883
4c6411716d64111506fc5b7516a71b2b,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""December"":1,""January"":1,""August"":0,""June"":0,""July"":0,""May"":1,""October"":1,""September"":1,""February"":1,""April"":1,""March"":1}",NA,6393,6/12/20 15:42,38884
71302237747d87d753ba4cb38ac63133,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""March"":1,""July"":0,""February"":1,""April"":0,""September"":0,""May"":0,""June"":1,""November"":0,""October"":0,""January"":1,""December"":0}",NA,5686,6/12/20 15:42,38885
3bab342a789475e47fbf5e5b7605b985,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"June
june
",NA,16000,6/12/20 15:42,38886
c584e66b3e1b13f31425d11d511a1728,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""February"":0,""January"":0,""November"":0,""March"":0,""December"":0,""April"":0,""July"":0,""August"":0,""May"":1,""June"":0,""October"":0}",NA,3617,6/12/20 15:42,38888
a22e60013f26f433df9a1c7a8c5c892b,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 15:42,38889
6f4bff1b93d4b3ecf7cc1626583b65f5,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""April"":1,""December"":0,""July"":0,""September"":0,""March"":0,""August"":1,""February"":0,""October"":1,""June"":0,""May"":0,""November"":0}",NA,5044,6/12/20 15:42,38890
6d2f522b3fc3a9b174990705c480d0aa,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""November"":0,""December"":0,""October"":0,""July"":1,""April"":0,""March"":1,""May"":0,""January"":0,""June"":1,""February"":0,""August"":0}",NA,2699,6/12/20 15:43,38892
c2497c4bdb90b868697bc4a149466f42,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"November
November",NA,16000,6/12/20 15:43,38893
458d3ac0a4fce79b13e26714a12d242d,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/12/20 15:43,38895
e8812acb7d2b62cacc3989e4ce458d54,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""March"":0,""January"":0,""June"":0,""May"":0,""September"":0,""November"":1,""December"":0,""August"":0,""April"":0,""July"":1,""February"":1}",NA,5442,6/12/20 15:43,38902
2d38dcedd3a057b4d70fed057e33eff3,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,July,NA,16000,6/12/20 15:44,38905
34c9efb610984984b1b3449d1902ca6d,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""January"":0,""March"":1,""September"":0,""April"":0,""July"":0,""October"":1,""November"":1,""February"":0,""May"":1,""June"":0,""December"":0}",NA,5870,6/12/20 15:44,38907
3bab342a789475e47fbf5e5b7605b985,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""August"":0,""July"":0,""September"":0,""February"":0,""November"":0,""May"":0,""March"":0,""April"":0,""December"":0,""June"":1,""October"":0}",NA,5343,6/12/20 15:44,38908
c2497c4bdb90b868697bc4a149466f42,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""March"":0,""January"":0,""December"":0,""October"":1,""August"":1,""May"":1,""September"":0,""June"":0,""February"":0,""April"":0,""November"":1}",NA,8258,6/12/20 15:44,38909
b220ac16b950c33ce1cc2509c7e661c4,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,january,NA,16000,6/12/20 15:44,38911
458d3ac0a4fce79b13e26714a12d242d,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""January"":0,""July"":0,""April"":0,""May"":0,""October"":0,""November"":1,""February"":0,""August"":1,""June"":0,""March"":0,""December"":1}",NA,7815,6/12/20 15:44,38912
3b4ee2ca4035110ffac3b91e5d079b45,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,October,NA,16000,6/12/20 15:44,38913
bb4e2a9eba22bc99059f9f18e0cf70a1,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"3
",NA,16000,6/12/20 15:44,38915
2d38dcedd3a057b4d70fed057e33eff3,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""December"":1,""February"":0,""July"":1,""November"":0,""June"":1,""April"":0,""January"":0,""September"":0,""May"":1,""March"":0,""August"":0}",NA,1407,6/12/20 15:45,38920
a22e60013f26f433df9a1c7a8c5c892b,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""December"":1,""April"":0,""October"":1,""June"":1,""May"":0,""July"":1,""September"":1,""January"":1,""November"":1,""February"":1,""March"":0}",NA,49267,6/12/20 15:45,38922
b220ac16b950c33ce1cc2509c7e661c4,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""May"":0,""March"":1,""February"":0,""April"":0,""December"":1,""June"":0,""July"":0,""September"":0,""October"":1,""January"":1,""August"":0}",NA,2003,6/12/20 15:45,38928
3b4ee2ca4035110ffac3b91e5d079b45,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""March"":1,""May"":0,""January"":1,""September"":0,""October"":1,""February"":1,""November"":0,""August"":0,""June"":0,""July"":0,""December"":0}",NA,7219,6/12/20 15:45,38932
3cadd1d7e4c9e2554f0ff2d3cac7d5c6,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,April,NA,16000,6/12/20 15:46,38935
