subject,cond,instructions_time,total_time,gender,use_s1,write_down,comments,stamp,id
3e1cb2621ad21d8b302fee896357b6a7,0,122114,1479392,Male,No,No,Said the words aloud and tried remembering what letter i pronounced,7/29/20 19:39,14997
f3959c318e07749127cd8890e2b4a9a9,0,206106,1500424,Female,No,No,"I just tried to focus on the question and once 'May' came to mind, I did not try to think of too many others because I was pretty sure none would beat it. ",7/29/20 19:43,14998
5516a2687f1dc3494871d50f6a22a3e8,0,242755,946844,Female,No,No,"i immediately thought November, and really did not think to think of another because i was kinda excited and felt like i knew i had the best answer",7/29/20 19:45,14999
3fda2491ef404b900cfdd9c0dba88467,1,108304,1349074,Male,No,No,"I was going to do the months in order but then the timer was getting low so I broke away from that strategy and tried to think of the latest letter in the alphabet  in the longer-named months and ""November"" came to mind, I had four seconds so I committed and typed in ""November"". The shorter, in characters, month of ""May"" never came to mind.",7/29/20 19:46,15000
a6fdb08035a08d6531ae26b7e75eca33,1,280389,2864231,Female,No,No,I didn't actually get the third letter question in the page with example and questions of FIZZLE.,7/29/20 19:57,15001
bcdeaed3296846929d75bd3067802101,0,472330,1478259,Male,No,No,"None, I guess I misread the question.  I thought it was the highest letter anywhere, not just the third letter.  ",7/29/20 19:57,15002
98c30f5569ef694bb8645b32f35edf5c,1,93445,993789,Male,No,No,Quickly went through the months in my head. When I got to May I stopped.,7/29/20 20:00,15003
83cf6f08d6ffdacc0b7fb42213062b66,1,319369,1283076,Female,No,No,"I just thought of November and didn't think of May, for whatever reason. I was just satisfied with November.",7/29/20 20:05,15004
2068d8ec5f7424408a99a28260f032ee,1,1825486,3607588,Female,No,No,"I started with March then moved forward until May, which I realized almost immediately would be the best, since there is no month with the letter Z.",7/29/20 20:10,15005
c6383a5abe0317898438a85c8b88fe78,0,121076,860671,Female,No,No,Tried to think of months in order,7/29/20 20:12,15006
11ecfa5c892fee041afe1953b6a308c5,1,79144,1139258,Male,No,No,Think of months with letter late in the alphabet in them,7/29/20 20:14,15007
79ea93c383f58adc0ad4d797c6d5524e,0,123384,1241607,Male,No,No,No real strategy just think about those words in order.,7/29/20 20:16,15008
c9f79b9e3831bfdab927586ed964646f,1,126565,1130265,Female,No,No,"I just thought of months later in the year and October is my birth month, so that came to mind first.",7/29/20 20:19,15009
881999dbd84d4b62586629942e15eeb3,0,300043,1937855,Male,No,No,wait im so confussed the third letter was z. it through me off i am really sorry,7/29/20 20:21,15010
9bef7c75f211072435c2d5d93e32dcb7,0,108332,1373436,Female,No,No,,7/29/20 20:21,15011
7d524f2b9018213b5277d7a96af9a2d6,1,161100,2731400,Male,No,No,"Strategy for ""third letter"" question:
Before you asked me the question, you told me that you would be asking for the month with the third letter farthest along in the alphabet. So, before I advanced to the question, in my head I worked through the months in order until I reached May. I saw that the third letter--""y""--was late in the alphabet so ""May"" was probably the correct answer. I continued in my mind to work through June, July and August, when I realized that I'd need a month with the lette",7/29/20 20:22,15012
334c5099020f701504883a47bb324fa9,1,147777,1487226,Male,Yes,No,no comments at this moment,7/29/20 20:33,15013
89c88aa019f4d6e031c41098d8585dd8,1,69657,974955,Female,No,No,I just tried to go through some months in my head.  No real strategy.,7/29/20 20:40,15014
cf1ba18ed13cd681911f5843e1fd8072,1,84601,1159215,Male,No,No,,7/29/20 20:45,15015
b5b130bcd66308c072b21dd3a6a6d69e,1,77530,993640,Female,No,No,I went through the months of the year in my head.,7/29/20 20:53,15016
57b444e08d3ef2f375a2efceef7d4685,1,167958,1325165,Male,No,No,I didn't have much of a strategy. I got a late start on trying to go through all the months and had to just go with the month that come into my head.,7/29/20 20:58,15017
e40176eb4d4736a8a162ced9fd5ecb81,0,79927,1094003,Female,No,No,"In case my last response was confusing since it said I considered ""May"", which would have earned me more than ""November"", since Y comes after V, the reason I checked 'yes' on every month is I knew all 12 months showed up during part 1 and I was acknowledging that I considered all 12 of them. I just considered ""May"" last of all and had a brain-fart, I guess, because I chose ""November"" immediately and just stuck with it.",7/29/20 21:02,15018
b11eef58eb0434220654eaf79054cb8d,0,97896,1951797,Female,No,No,"I randomly picked a month, then I went thru the other months that came to my mind. I totally forgot May because it was so tiny, but that was the answer. ",7/29/20 21:02,15019
8ec1864fe1bfa481f1afeef7428969f6,0,224484,1755712,Male,No,No,"I tried to think of all the months as quickly as possible. My birthday month is October, so that one came to mind first. Then September, then I cycled through them starting with January, but November popped into my mind right before the timer ended and I went with that one. I forgot about May.",7/29/20 21:24,15020
f829c2f652677d986c485d176fa30940,0,30797,475990,Male,Yes,Yes,good,7/30/20 16:39,15021
34119eca33978b26ee872bb810ca284f,0,71357,616062,Male,No,No,I just went with the first word that came to minds. The directions for this aren't clear to me at all.,7/30/20 16:41,15022
b4fb3c7e73713b344475ba17e2678f7f,1,51191,706051,Male,Yes,No,T,7/30/20 16:43,15023
2239fd7811555a820ce2f850eeddd600,1,53759,807491,Male,No,No,No comments. I picked randomly for the third letter question.,7/30/20 16:45,15024
b4ed1914cf2b3e5cfa2fce9747739b35,0,53596,709495,Male,Yes,No,Think of the month that I remember to have the least negative points,7/30/20 16:45,15025
130b586b0165ee645429cb23d3b83484,0,149029,921939,Other,No,No,"Honestly, I just tried to think of something as quickly as possible, and then kicked myself for not thinking of May.",7/30/20 16:45,15026
a3f35b0f115e246503adf5a6120c70e2,0,115271,939116,Female,No,No,Go through the list of months in order until I find one that has the third letter very late in the alphabet.,7/30/20 16:45,15027
211265f649abc88d7ed38497fb724ffa,1,99059,786303,Male,Yes,No,memory,7/30/20 16:45,15028
eeff9d0b1c72ed5e38d9e98b9a1b17ca,1,41955,936738,Male,No,No,"I started with the first month and thought about the third letter of each until I hit ""May""",7/30/20 16:46,15029
0588f4985fe8828b0ab3cc7b9047e4f8,1,147999,963702,Male,No,No,I just went through the words I remembered from part one and tried to visualize the third letter. This survey was very well-designed. Thank you for allowing me to participate.,7/30/20 16:46,15030
9d59c9619c2fcffb90a9b7c370e9701f,0,83246,858873,Female,Yes,No,I think very deeply to answer to third letter question ,7/30/20 16:46,15031
6f04011f0e0af201440f4473c936179a,1,85174,960843,Male,No,No,started at the 1st month of the year and when got to month that had the 3rd letter down a bit like march took it as was running out of time,7/30/20 16:47,15032
4344c60c59dca5a8443a10954188aeb1,1,27070,512855,Male,Yes,Yes,good,7/30/20 16:47,15033
0edc9076d754cccee1a6be715e54b630,1,121568,1020205,Male,No,No,I tried to think of as many months as I could because of the quick timer.,7/30/20 16:47,15034
6180d866dd34a27df14cf35626b9fe24,1,67332,859041,Female,No,No,I went through the months in chronological order. ,7/30/20 16:48,15035
12ef094ec40b40db5385e44f5b418df5,1,63354,984305,Female,Yes,Yes,nice,7/30/20 16:48,15036
a3a54eb48bae0e89c801696aaca6d73e,0,132776,1123898,Female,No,No,At first I thought it was which month came earlier in the year. I didn't have a strategy just thought of months that had the third letter with the highest number.,7/30/20 16:49,15037
be6c360bb6315834a1cd22c605baa474,1,69173,1071092,Male,No,No,,7/30/20 16:50,15038
ed803d622cc5d006b3dd949211ad4ceb,1,91896,815609,Male,Yes,No,very useful,7/30/20 16:50,15039
85aeacb33d36c2fb203874b3dbef64c9,1,32530,1148850,Male,Yes,No,nothing,7/30/20 16:51,15040
eba06536fb62304c9d69eeb16da72fc5,1,128247,1036653,Female,Yes,Yes,good survey,7/30/20 16:51,15041
3d605f1d2c1db18baca3223e7cf6ed0d,0,308023,1167508,Male,No,No,I like this study very much. Thank you so much for make my time wonderful.  ,7/30/20 16:51,15042
fee0010c8b8b7f43171fbad524054ef2,1,101610,798485,Male,Yes,No,I was considering the words with the maximum points that the month gave me.,7/30/20 16:51,15043
ab768313e695e2fc6d7ce8a60b1d9e3e,1,95019,1061396,Male,No,No,I thought QRSTUVWXYZ and November came to my mind,7/30/20 16:52,15044
24838d723713598a72225de620807d4d,0,67430,786761,Male,No,No,I just went through all the months in my head until I found one that had a late letter.,7/30/20 16:52,15045
d993ec216557dac697530b22f14f3baf,1,160496,1182959,Male,No,No,"I was not sure if I was supposed to put the months down on part 2. I just thought of a word that has Z as the 3rd letter. But I remember now I was supposed to put a month down, because it was from part 1. November was the first month I thought of.",7/30/20 16:52,15046
278f51a595bd95b677b42f483a6d7db2,1,199941,1251101,Female,No,No,I was gonna try to remember the months by point value but quickly realized I wouldn't be able to do that and count the third letter in the time order so I just listed them in my head chronologically...until May popped out as the winner.,7/30/20 16:52,15047
f33bd4c3d840248471fee04b6d2755d8,0,126134,1318641,Female,No,No,no,7/30/20 16:52,15048
e5887af28a2b37aefb8c2f3f964205aa,0,63107,890363,Female,No,No,,7/30/20 16:53,15049
fe66b019516aaf5268b8e79f72ead35c,0,48902,928870,Male,No,No,,7/30/20 16:53,15050
cd364e868e664a73b7170aff411c9cf1,0,134422,1252000,Male,No,No,Pick the closest letter to Z that I could. Since my birthday is in may I thought of that second.,7/30/20 16:53,15051
33d15458e3deedb1550b0f63887c6cab,0,154081,1009109,Male,No,No,i really liked this study thanks for letting me participate ,7/30/20 16:53,15052
aaf1449d0df0c9aac8f4038fb2eb373b,1,165315,1409766,Male,No,No,"I started with the letter ""z"" first. There is no letter z in any months so I moved ono to ""Y"". There is only one month which has ""y"" as the third letter in it which is ""may"".",7/30/20 16:53,15053
886859331b5f91b29c8fc2cdcbd27dfd,0,127120,1313709,Male,No,No,I was going in order of the months,7/30/20 16:53,15054
3d20307c98d4fd663b812c8540542adf,1,49358,744384,Male,No,No,"I listed the months in order in my head starting with April, cause R is relatively late. Once I got to August, I know it was probably the latest, so I stopped when I got there.",7/30/20 16:54,15055
c21bb4e113b71b32035708b69ff7104e,1,81662,892130,Male,No,No,No Strategy,7/30/20 16:54,15056
197173b514618f31d624f481814adcba,0,170269,1377896,Female,No,No,"I didn't have much of a strategy, I was just trying to think as quickly as possible. But I know I ended up getting it wrong. ",7/30/20 16:54,15057
f8ba968917683b592f05c44f5ef557ee,1,125005,1278955,Male,No,No,"when timer is on i was very nervous, so that am not able to think. so i was saying all months, while doing that spetember and march came to my mind. without thinking i chose march ",7/30/20 16:54,15058
abb2efa3b2a7e14e8baf87193338f000,0,62971,889443,Male,No,No,I really was just cycling through them in my head. It is way harder to think with a timer counting down than I thought. Felt some pressure.,7/30/20 16:54,15059
a863f0c1ddaed0e9e017fa3137ed68f1,0,85301,822118,Female,No,No,,7/30/20 16:54,15060
7792455a6185c9c4810364b26e5e6885,0,83860,818163,Female,Yes,Yes,its easy,7/30/20 16:54,15061
41b2881471ed9496f45c20879dc31c92,1,373697,1215960,Male,Yes,No,No none,7/30/20 16:54,15062
ef741e04be20a707b29e8db03b13127d,1,72846,911422,Female,No,No,"I struggled with the third letter question, it is much harder than it looks",7/30/20 16:54,15063
95da8a3eb8c2209f8d8efc349f63c056,1,122096,1252169,Male,Yes,No,That was so interesting. I love this type of games.,7/30/20 16:54,15064
d55a0ffb4754afa66990a2de7e2077de,1,78743,1265187,Female,No,No,There was too much text on the second part questions.,7/30/20 16:55,15065
32532c8cbb59b62b5da6f190f68d6562,0,132980,1289187,Female,Yes,Yes,nice,7/30/20 16:55,15066
02d29463552ffe76bc702fe88302ab22,1,172644,1319003,Female,No,No,I just wrote the first longest month I could think of. Thank you! That was really fun! :D,7/30/20 16:55,15067
aafc2351b4d0d68b94a52586c8000745,1,87324,1075110,Male,No,No,"My strategy for the third letter question was initially to just repeat the months in order in my head, but then quickly realized I was running out of time. I started to pick months at random. As soon as I landed on November, I just immediately typed it in. I wish I had thought of May before!

This was fun, thanks!",7/30/20 16:55,15068
b1d5c1ace43b76c2d4bbc7656d415c3f,0,167365,1395263,Female,No,No,"Honestly, May just popped into my mind first as I was searching for any month to evaluate. Then I started checking other months against it. For some reason I started with the end of the year months, maybe because I was trying for end of the alphabet letters, not that that makes sense.",7/30/20 16:55,15069
f7722dd27715cc06ec4d5980dd4d3481,0,54514,1276486,Female,Yes,No,"Nice.The strategy was A-1,Z-26  for the third-letter question if the words was shown in part 1.",7/30/20 16:55,15070
24e19d1e48101f731feabd9c3708a20c,1,485282,1248754,Male,No,No,"I actually just thought of May first and then realized that there's no month that has letter Z. I randomly thought of the first three months before realizing that there's no letter Z anywhere. I thought the study was interesting overall. In the first part, I tried not to use the hints for a while so that I could figure out which months were worth more points. Then, once I had a solid grasp of the point allocation, I enabled hints to maximize my earnings for a chunk of questions.",7/30/20 16:55,15071
aa9e5a27b034fffa8590c991dd31000d,0,92897,1069414,Male,No,No,"I just wrote out the first three letters of each month in order of months until I got to May, and then I ran out of time. ",7/30/20 16:55,15072
3c5b0691c6fb2621eef158295750fe18,0,100351,1408286,Male,Yes,No,none,7/30/20 16:56,15073
be4e6b25158ec06fd2a8ee9ff4fc2112,1,79431,888216,Male,No,No,no,7/30/20 16:56,15074
6282e2156b1a50094d60fe8fb55393a6,0,81592,854674,Male,No,No,That was good,7/30/20 16:56,15075
e53de4afab337deb34f3862396743593,1,133969,1128067,Female,No,No,I literally just sat and closed my eyes and envisioned the letters and their placements. ,7/30/20 16:56,15076
52cffe7ff8786d7f37abe5256b75700a,0,147141,1252514,Male,No,No,I don't actually recall having a strategy for the third letter question.,7/30/20 16:56,15077
2d3c276edba776b7d0a60f00d09fb7cc,0,80849,1021476,Female,Yes,No,no,7/30/20 16:57,15078
28148532a829203d7d9a09df2f0e0dca,0,54408,1400008,Female,Yes,Yes,good ,7/30/20 16:57,15079
ca55fed50d5ee08dae2810d5a31b5986,1,125424,1035233,Male,No,No,"I was going to pick the word that had the best letter for the most points, however, I panicked and typed the first thing that came to mind.",7/30/20 16:57,15080
b34aea5f3a66aa09b9975bd2ba0b70d0,0,116094,1274936,Male,Yes,Yes,it be nice study thanks,7/30/20 16:57,15081
377d0ea728e3e04b4f32166c1bc00cee,0,76687,998484,Male,No,No,"I just enumerated all months in order starting with January. I got to May and recalled that no month has the letter Z in it, so May is the answer.",7/30/20 16:57,15082
a6edd23578de90c5e0ed23eafa07a1c2,0,114743,1053014,Male,No,No,"My strategy was to think of a good word and when I panicked at the end to answer, I ended up typing in August",7/30/20 16:57,15083
ca9036ad7e0a373be535676cc81927ef,1,75715,861879,Male,Yes,No,concentrate,7/30/20 16:58,15084
5342aabea88727e08aa3ceb16ddea344,1,211819,1526960,Male,Yes,Yes,Nothing,7/30/20 16:58,15085
74ae239bcc6aff8c189bc889d83b7663,1,144447,1385652,Female,No,No,I tried to think of the closest letter to z.,7/30/20 16:58,15086
e8cf2280f25bfe84080cb1ef492fa931,0,113145,1194434,Female,No,No,nothing it was perfectly good and active,7/30/20 16:58,15087
ae961717884046f4693dbdb0f748f234,0,621017,1659987,Female,Yes,No,I think A just for guess,7/30/20 16:58,15088
896de9f0e04c0a0715279ceb7c002fc1,1,92090,872260,Female,No,No,I was just trying to go through every month in order quickly,7/30/20 16:58,15089
7876b165b4e882e15c003155919589c8,0,175848,1086923,Male,Yes,Yes,none,7/30/20 16:58,15090
6f190fe77c32b2e5af5f60d4520aeda5,1,203175,1458289,Male,Yes,No,None,7/30/20 16:58,15091
ecfd0101ef6aa820a4d59664ab2dd550,1,96530,1412803,Female,No,No,"I just started thinking through the months. I don't know why but I was only thinking of the ones with lots of letters, and I thought November was a good choice. I know May would have been better but I guess it didn't come to mind because the third letter is the last letter?",7/30/20 16:58,15092
078f537e0eeed770073d829ce920a231,0,208595,1324013,Male,No,No,I just tried to think of as many months and their third letters that I could think of as quickly as possible so I could come up with my best answer. I can't believe I didn't think of May!,7/30/20 16:59,15093
ca157d7769fc12db00a57b7eaaf21357,1,194635,1685473,Female,No,No,"I have no comments for the study. Well the third letter question, i might of read the question wrong because i was thinking the their letter from the alphabet witch is c and i just instantly thought of December. ",7/30/20 16:59,15094
214adaaab8f67a1d35baddf96a9d2105,0,169946,1210823,Male,No,No,I went through tht emonths of year,7/30/20 16:59,15095
0d2172c922b82819f2a67d563b296623,1,153553,1301557,Male,No,No,fun game! I counted the months I saw starting with January looking for the third letter that was late in the alphabet. I hadn't considered anything else after may.  ,7/30/20 17:00,15096
165ce34dc9025f6ad1d5612411e451aa,0,297635,1753754,Female,No,No,"I think the months just came into my mind randomly, I didn't have any specific strategy",7/30/20 17:00,15097
60dcfd6994c3fb2b0085c020f9e320ea,1,71852,1158524,Male,No,No,"Thought of November first, as that just came to my mind with a ""late"" third letter. I though randomly, then decided to go through months in order",7/30/20 17:00,15098
1141e68b402e248ce52737599800ce69,1,88566,994660,Female,No,No,My strategy for the final part was to just spell out the first 3 letters of each month. I thought the instructions for this tasks were very clear. The researchers did a great job of explaining things step by step. ,7/30/20 17:00,15099
ea30e85d6103dc4cc238e5cf5ea4f0c7,1,293340,1691789,Male,Yes,No,"very good thinking and maid fresh ,stress relief task",7/30/20 17:00,15100
73f3c8b6e7fddaa7c7816ce1e90a5b31,1,181414,1387049,Male,No,No,Think of months from the begining of the calendar year with regard to spelling. Once I got to may I realized there would not be a month with a z.,7/30/20 17:00,15101
3762037e9fa7e6f4e8c8a1bb6d347e42,1,134558,1787840,Female,Yes,No,The submit is quite challenging and involves a lot of concentration. And its interesting too. Thank you.,7/30/20 17:01,15102
ce34a92599f1a1661c331dede9e26f18,1,106529,1825433,Male,Yes,No,I would like this study and very interesting in this study.,7/30/20 17:01,15103
9f2e797c5bcf43cc16b67c802a7361fc,0,278890,1850511,Male,No,No,No comments,7/30/20 17:01,15104
6bb64a148b2cd2f44dbca5eb62ca4866,1,69664,1842791,Male,No,No,"It was really interesting, the study. For the third letter, I honestly just ran through the months really fast in my head. However, I found the selecting months based on values test to be so different from anything I have ever encountered. I was doing my best to memorize and visually find correlations to better earn points. Thank you for your time. Also, one of the pages did not load correctly so I did my best on that page. I just wanted to let you know. Best, Mk",7/30/20 17:01,15105
30e0b393b74c1178dba5e623f22f7c17,0,76299,1235993,Male,Yes,No,Remembering the words by seeing carefully.,7/30/20 17:02,15106
1a918e1fd8fbcaac865caffb4bb19adf,0,337437,1942684,Male,Yes,No,very nice this study and i will enjoy,7/30/20 17:02,15107
04909c8f83cc7d41fa7156ff00fbc843,0,259184,1744509,Male,Yes,Yes,NICE SURVEY,7/30/20 17:03,15108
7f9ab750244d6509274e8abe9f1bee8e,0,161159,1874825,Female,Yes,Yes,good,7/30/20 17:03,15109
eea6a8c164e715c997f5890191a9f3d5,1,101513,1083912,Male,No,No,"I was flustered when faced with the 'third letter' question so December came to mind first for some reason, but after that I just tried to list the months in order in my mind to try to figure out the best answer.",7/30/20 17:03,15110
0263e814dd76710e1e26e2a557f73436,0,338273,1937422,Female,Yes,No,This is good study. I like this experiment. Thanks,7/30/20 17:03,15111
481e6c78c0931ca4e013c4aed0af810d,0,56913,588749,Male,Yes,No,use the best month,7/30/20 17:04,15112
cd609b9b31a149d8427e9f67c95e41e1,0,128917,1207135,Female,Yes,Yes,no comments,7/30/20 17:04,15113
24eadeb64542d12ad450bbfcb6d6747f,1,87068,1172096,Female,No,No,,7/30/20 17:04,15114
8dd49e4fe5673215758316347e368a2c,1,128718,1433353,Female,No,No,"to start listing the months in my head, pick the third letter, and remember it if it was later in the alphabet than the previous month i thought of.  when i got to May, I figured Y was the latest down the alphabet i was going to get, so i entered it without really seriously running through the remaining months in my head.",7/30/20 17:04,15115
d726c1ebc065023fb0441bd8e71434c1,0,84398,1389292,Female,Yes,No,INTERESTING TO LEARN,7/30/20 17:04,15116
ceea18f26e0a7171cdc9719e8c3894a2,1,318809,2021085,Female,Yes,No,It is very interesting survey.,7/30/20 17:05,15117
e8b89753882eb937b2ca3c5d8737dbe4,1,288715,1148987,Male,No,No,"I ran through the months in my head and stopped at ""May"" since there isn't a """"z"" month. ",7/30/20 17:05,15118
f14381585d08c9859a1b51e2a03968cd,0,129128,1392743,Male,No,No,"I wrote out the first three letters of all of the months, in order.  I then chose May, as it had by far the latest third letter in the alphabet at the 25th position. ",7/30/20 17:05,15119
ad4266ba8331b684ae06a08325cb7e30,1,268531,1573519,Male,No,No,,7/30/20 17:05,15120
c43861526d9799dcc500c5aa39b632d2,1,31964,555052,Male,Yes,No,"I actually am not sure about this one, Usually i can get them pretty quickly.",7/30/20 17:06,15121
fef22cc9f8423e516d0669ccf1af407d,1,43344,776952,Male,Yes,No,none,7/30/20 17:06,15122
f4c6474c40974e079c60ee195edec9c9,1,154451,1232749,Male,No,No,"I thought of February first, but realized ""B"" was very early in the alphabet.  September popped into my head because it is my birth month.  As soon as I typed it I thought of November, but was fearful of hoe much time was left.  I figured that the ""P"" in September was better than a possible blank, so I left it instead of trying to type November.",7/30/20 17:06,15123
6798c6ec907e56851ddf94725ad68362,0,58382,613848,Male,No,No,I counted all the months in the year and looked at the third letter in each.,7/30/20 17:06,15124
33d60a48e1af7b445296f652546679df,0,174871,1920506,Female,No,No,No,7/30/20 17:06,15125
6f913c4eb9b3fd5edb7fc6725f856926,1,59267,778996,Male,No,No,,7/30/20 17:06,15126
54fbde31f29c02dccd93852e8449c990,1,91323,2108238,Male,Yes,No,it was really great study,7/30/20 17:06,15127
ee8e50c0ed16f9655a16adf0c9fb64fb,0,118327,995563,Male,Yes,No,Thanks,7/30/20 17:07,15128
e4dc50efd05e490d97854af691802a2e,0,203288,1402131,Male,No,No,none,7/30/20 17:07,15129
0b337c8402551a86e3a8450b1fe5f67c,0,179577,1779427,Female,No,No,"Yes. I accidentally put ""fizzle"" as my word for part two. I meant to put ""September"". My strategy was just to go off of instinct. What words seem to have a letter that it later in the alphabet in the beginning of the word, since it had to be the third letter. ",7/30/20 17:07,15130
53cb448c34a17abddaad27c2f95178c6,1,75753,1353421,Female,Yes,Yes,My strategy for the third letter question was that I counted the abc letters and whatever was the number of the letter i picked it. And this was really fun survey. ,7/30/20 17:07,15131
a8ffd23db745b06b6fde478b9c8c5706,0,185725,1748488,Male,Yes,No,"The stud is brain tasking. I new all the first words were months so due to the instruction I was preparing for it, scanning all the words in my mind.",7/30/20 17:07,15132
f0f2baae375501558045cc97beb3a623,0,159389,1554772,Male,No,No,nothing,7/30/20 17:07,15133
828b43207e95781244248a436012f116,1,117530,1225948,Female,No,No,Went through the months to think of third letter and if any of them were later than Nov. ,7/30/20 17:08,15134
edbe3524f22fc892ce7e3b7f270133a9,0,224201,1541051,Male,No,No,Just thought of a month. And then checked other months to see if they had a later letter.,7/30/20 17:09,15135
f31f6b8e27815e119eb0e024b9c34f35,1,49075,749656,Female,No,No,,7/30/20 17:09,15136
7e2533f2d91414f19f3c9b2512a34784,1,178519,1970353,Male,Yes,No,Nothing,7/30/20 17:09,15137
f5f419393a097546d788e43d8c50c6a2,1,128005,862067,Female,No,Yes,NA,7/30/20 17:09,15138
9ed7cb545230ce251ff3cb04319b02cb,1,75905,874688,Male,Yes,No,none,7/30/20 17:09,15139
cf7cf93f2ced90517d91500df7ba2c40,1,46330,943113,Male,No,No,"I listed the months in order using a 3 letter abbreviation (eg: jan, feb, mar) while mentally keeping track of which third letter was the latest in the alphabet.  ",7/30/20 17:10,15140
fd364a927956d650b0b0ff2a01f9c607,1,210263,1653543,Male,No,No,No,7/30/20 17:10,15141
3ff2a931b75da94f7f80cba513345d93,0,87474,1087637,Male,Yes,No,GOOD,7/30/20 17:11,15142
f93f91b3d8b424305d34e7bc03f3c806,0,183320,1114281,Male,Yes,No,"Lol, this last part was very odd, but thanks!",7/30/20 17:11,15143
4b762612fe5d5bee518e1d33707e6ec6,1,127218,1669739,Female,No,No,i like the work,7/30/20 17:11,15144
033b07cdc7d9b6a6b92943a32a82ae5e,1,100223,1929665,Female,No,Yes,I didn't understand that Part 1 referred to the months.   I didn't realize 1 and 2 were related.  I was waiting for a new part 1 to go with part 2,7/30/20 17:11,15145
d662956f10d46a764e9e660d0db64fd7,0,101903,960652,Female,Yes,Yes,this survey is very interesting ,7/30/20 17:12,15146
48ac8a20ea57184c6fb8e114195c748d,1,105875,1071167,Female,No,No,say the alphabet in my head,7/30/20 17:12,15147
5d24b0953ea0a821c68c4135ad2a90aa,1,778344,2175652,Female,No,No,I just tried running through them as fast as I could. Unfortunately I started with the longer names first because I thought those would have the third letter furthest in the alphabet and didn't even consider the short names even though May would have been a better pick now after seeing the months displayed one by one.,7/30/20 17:13,15148
a4ae2625d646f386f05cbed002ffe028,1,147088,1382020,Male,Yes,Yes,,7/30/20 17:13,15149
7db72dfcb410d8562ef9534bcedc9b49,1,218891,1907878,Male,No,No,No,7/30/20 17:14,15150
62549bd110b92bb55411a0aaf297f622,0,496474,2455103,Male,Yes,No,FUZZLE ,7/30/20 17:14,15151
ceddcad5be8e4d457035b3b9cae309df,0,45416,768979,Female,Yes,No,I think 3rd letter is O and it is interesting,7/30/20 17:14,15152
a7870a381e40fcaafb0bc9e91e000314,1,597444,2212818,Male,Yes,No,good job,7/30/20 17:15,15153
1fb204b7d1596815541de28bcfe0c20d,0,230427,1954942,Female,Yes,No,I am answered very good.This task was very nice,7/30/20 17:15,15154
082b6701c46870098c4d632c9da8c770,0,105945,996081,Male,No,No,good survey,7/30/20 17:15,15155
17768be172b49bf18f4b9e1880c1cadf,0,87703,801535,Male,No,No,I had a rough time of thinking of the words.,7/30/20 17:15,15156
f6a0ea734518a7b135f9a5af26b0f2fa,0,113025,1272790,Male,No,No,"My strategy was to go month by month in order, but it was not effective in the short time",7/30/20 17:15,15157
8a970a78bcd7951a2ddd07b321331b27,1,116841,1327486,Male,No,No,good experience,7/30/20 17:16,15158
2f88392bd92d3239c67a9a2b7d4468be,0,91655,1079012,Male,No,No,I went through the months in my head in order,7/30/20 17:16,15159
0375009bb9b665b7c2e65eec8949dc83,0,32378,486680,Male,No,No,GOOD TO DO THIS. BEING VERY CONFIDENT IS MY STRATEGY TO DO FOR THIS,7/30/20 17:16,15160
ce9eff25dc3ec58e533cd9fc711452d6,1,368815,2450622,Male,No,No,No comment,7/30/20 17:17,15161
00e6afdaebb5e614fe2b2ea56711b412,0,29611,390999,Female,No,No,,7/30/20 17:17,15162
e8ea16de28a5c5dc51f9ffe20b1d2485,0,691026,2354501,Female,Yes,No,Nothing,7/30/20 17:17,15163
0b624ce3e49cafb1c5cb7469211363d7,1,210901,1665459,Female,Yes,Yes,Third letter question strategy is good,7/30/20 17:18,15164
d07c44f6339afb85b6d4bb9d6ee251cc,1,160549,2353186,Female,No,No,,7/30/20 17:18,15165
6bae14b26f579f79a4ee63893a9cb538,0,107910,1494096,Male,Yes,No,Initially most of the words i thought off were the ones ending with -er. November was my choice because it made sense at the time. ,7/30/20 17:18,15166
28f64ad720e4ec12cbf7636b4da2be15,1,76720,1202505,Other,No,Yes,"At first I just thought of months at random, then it occurred to me that May ends in a y and has the latest third letter in the alphabet of any month.",7/30/20 17:19,15167
2159f917f7434b6af453bd31e77b0dd7,1,88665,1348231,Female,No,No,I already May in my mind and I knew there was no month with the letter z in it so I didn't really consider too many other months,7/30/20 17:19,15168
fcc38056ef77e9cadb7d5e5f50ff9c6f,0,168809,1387813,Male,No,No,To get a decent answer before the time ran out. Then to rethink on which was best.,7/30/20 17:19,15169
b6a4f96618648677fcc036f9fd57d4bb,0,33380,577476,Male,Yes,Yes,good,7/30/20 17:19,15170
b33e6fdc1d7053ffedf102e859337da2,0,377347,2549486,Male,No,No,"NO COMMENTS THE STUDY WAS GOOD
NO STRATEGY ON THE THIRD LETTER QUESTION ONLY FALLOW INSTRUCTION",7/30/20 17:19,15171
7a04aa6bc868e6990acc59819a39d4fe,1,32061,1031408,Female,Yes,Yes,HAI,7/30/20 17:19,15172
95b306e4825bebba87024edcb1e9b434,0,213992,1683022,Female,No,No,"I just started listing the months in their order in the year. As soon as I hit May, I figured that was as good as it would get.",7/30/20 17:19,15173
bc53d756ba2cc7b478c3b45286b4f3c7,0,90462,1274158,Male,No,No,"I didn't think the study for part 2 would use a word with lots of vowels, so I went with the short ones.",7/30/20 17:20,15174
