subject,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
05a987771e1c717438918e4f309a4bb6,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""March"":0,""December"":0,""January"":1,""May"":0,""November"":1,""September"":1,""June"":0,""August"":0,""April"":0,""July"":0,""February"":0}",,51151,9/24/18 14:19,25654
eacd31fb4d2b50269ebd28c8ccd3bd70,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25836,0,1,October,,21000,9/24/18 14:19,25655
03cf4bda28bd68ff4db584bf53287c53,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""February"":0,""July"":1,""August"":0,""November"":0,""June"":1,""December"":1,""October"":1,""March"":0,""September"":1,""May"":0,""April"":1}",,5364,9/24/18 14:19,25656
c47473cddf09577519379e27fcc7a59d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,44212,0,1,,,21000,9/24/18 14:19,25657
f2582bac0a441d479a84379383bbaf7d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,45524,0,1,May,May,21000,9/24/18 14:19,25658
54ac5662d7d9ed30c17236b9da8906d2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""November"":1,""July"":0,""May"":0,""December"":1,""August"":1,""April"":0,""February"":1,""October"":1,""September"":1,""June"":1,""March"":0}",,25020,9/24/18 14:19,25659
a8373c32979b56e1468019803aa315bc,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""February"":0,""October"":1,""May"":0,""June"":0,""November"":1,""July"":0,""August"":0,""January"":1,""April"":0,""December"":0,""March"":1}",,51766,9/24/18 14:20,25660
7f15ec88d02fe88e134683329abb1aff,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32517,0,1,November,January February March April May June July August September October November December,21000,9/24/18 14:20,25661
df31370edb611de4f19aec5f713d5ae4,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,29612,0,1,September,September,21000,9/24/18 14:20,25662
c492c569c4f5bcaa13f99f48661e4ec4,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""September"":0,""March"":0,""December"":0,""February"":0,""April"":0,""November"":0,""June"":0,""May"":1,""January"":0,""July"":0,""August"":1}",,35468,9/24/18 14:20,25663
e88c089efe2dd90ec789c1f6c9c69631,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""December"":0,""May"":0,""July"":0,""November"":0,""February"":0,""April"":0,""January"":1,""June"":0,""March"":0,""October"":0,""August"":1}",,19476,9/24/18 14:20,25664
6e79cbf2b02f3edb83da15fba8052084,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""January"":0,""November"":0,""October"":1,""July"":0,""June"":0,""March"":1,""February"":0,""August"":0,""September"":1,""May"":0,""April"":1}",,29783,9/24/18 14:20,25665
d31550c4658525f9f1a0a83f88de573d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,100745,0,1,January,January,21000,9/24/18 14:20,25666
fcb183f125658dfabdd43219c4033f01,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,43709,0,1, JUly,July,21000,9/24/18 14:20,25667
9803e81a26c3c174e5963689eb71ed6d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""February"":0,""July"":1,""March"":0,""January"":0,""August"":0,""December"":0,""November"":0,""April"":0,""May"":0,""June"":0,""October"":0}",,17656,9/24/18 14:20,25668
a57222eb4eec567505ae41d37309e012,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""October"":0,""December"":0,""May"":1,""March"":1,""April"":1,""July"":0,""January"":1,""September"":0,""August"":0,""February"":1,""June"":0}",,25818,9/24/18 14:20,25669
ac2edc1ad22e4f42f493a0b9567cef4c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""October"":1,""September"":1,""January"":0,""April"":0,""February"":1,""November"":1,""March"":1,""June"":0,""August"":1,""December"":1,""July"":0}",,46646,9/24/18 14:20,25670
290e3ec86d44c0e530bd74d8153eb178,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""January"":1,""November"":1,""April"":1,""June"":0,""March"":1,""July"":1,""August"":1,""October"":0,""February"":1,""May"":0,""December"":1}",,31862,9/24/18 14:20,25671
032fcb3401a2a2be7a32ae1ded4658c2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,37814,0,1,October,,21000,9/24/18 14:20,25672
154d090391a6d6e72f7cc653762dd2e0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25914,0,1,october,oct,21000,9/24/18 14:20,25673
c58c91333885785883dcfa6b3fd17d07,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,246598,0,1,C,,21000,9/24/18 14:20,25674
c2babe45877806a5c056bf60bd4fb09e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40864,0,1,March,,21000,9/24/18 14:20,25675
6ed2e92128277fee9ad1db80a6b3f463,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,110770,30,0,october,,21000,9/24/18 14:20,25676
8dc2ea871578e716ee031d2378621e0d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,20087,0,1,January,,21000,9/24/18 14:20,25677
756a0bb47f37653b988d7deecb3e8eae,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""January"":1,""December"":0,""October"":0,""November"":1,""August"":0,""February"":0,""April"":0,""July"":0,""September"":0,""March"":1,""May"":1}",,45428,9/24/18 14:20,25678
0dd2f317da25541d18df48eca04f5bda,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""March"":0,""December"":0,""January"":0,""February"":0,""November"":0,""April"":0,""May"":0,""July"":0,""June"":0,""August"":0,""October"":1}",,3798,9/24/18 14:20,25679
04ffcbf06c4fe7fdfd45f474ad8480e9,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,131768,0,1,januar,,21000,9/24/18 14:20,25680
bbf053dfade2b943b4398c1612a3080b,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""August"":1,""April"":0,""February"":0,""October"":1,""November"":0,""June"":0,""December"":1,""July"":0,""May"":1,""September"":0,""March"":0}",,50009,9/24/18 14:20,25681
f46a93378ad530199ccdc74c078da776,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""July"":0,""November"":1,""September"":0,""April"":1,""March"":0,""February"":0,""June"":0,""May"":0,""August"":0,""January"":0,""October"":0}",,34230,9/24/18 14:20,25682
3121db9d3aa52d0a3ee02c57fbbe230d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""February"":0,""December"":1,""October"":0,""January"":1,""September"":1,""March"":0,""August"":0,""June"":0,""May"":0,""April"":0,""July"":0}",,22404,9/24/18 14:20,25683
4bbcadae8cb5e10375479990ef2c12d3,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""June"":0,""January"":0,""July"":0,""April"":0,""November"":1,""March"":1,""December"":1,""October"":0,""September"":0,""May"":0,""February"":0}",,50186,9/24/18 14:20,25684
40d21e667d7c081bf6242f7d9ccac190,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,21726,0,1,november,jan sep nov,21000,9/24/18 14:21,25685
14dd0305f47f85ae9d04b8d54c760400,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""June"":0,""May"":0,""October"":1,""March"":0,""February"":0,""September"":0,""July"":0,""April"":0,""January"":0,""November"":0,""December"":0}",,24300,9/24/18 14:21,25686
eacd31fb4d2b50269ebd28c8ccd3bd70,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""December"":0,""July"":0,""August"":0,""June"":0,""October"":1,""February"":0,""April"":0,""March"":0,""November"":0,""September"":0,""May"":0}",,17890,9/24/18 14:21,25687
2850a99b61466115f4d4fe5edf6ab2df,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""July"":1,""February"":1,""April"":1,""November"":0,""December"":0,""September"":1,""March"":0,""August"":1,""June"":1,""October"":0,""January"":1}",,168223,9/24/18 14:21,25688
746699b5852d31ffc9898e588fee16d1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""February"":1,""July"":1,""January"":1,""August"":1,""June"":1,""March"":1,""April"":1,""October"":1,""September"":1,""November"":1,""December"":1}",,7633,9/24/18 14:21,25689
720e93bc963975ab077569429be000b3,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,44278,0,1,February,,21000,9/24/18 14:21,25690
e9c5fb92af359d4162494b911d751fdb,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""September"":0,""November"":0,""April"":0,""March"":0,""May"":0,""August"":0,""December"":0,""July"":1,""October"":0,""June"":0,""February"":0}",,33382,9/24/18 14:21,25691
c9dd6b4eb84573395bc51b6503af8884,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""May"":0,""February"":1,""July"":0,""October"":0,""November"":0,""August"":0,""January"":1,""March"":1,""April"":0,""June"":1,""December"":1}",,70375,9/24/18 14:21,25692
2402cdd78799f89905fafa716b34740e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25948,0,1,,,21000,9/24/18 14:21,25693
6678978f58a4608877d5442edbbe58bb,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""December"":0,""July"":0,""March"":1,""May"":1,""April"":1,""January"":1,""October"":0,""June"":1,""February"":1,""November"":0,""August"":0}",,18766,9/24/18 14:21,25694
cb8e478d2fee2312e6bbc8b183d81632,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""October"":0,""March"":1,""November"":0,""May"":0,""February"":1,""June"":0,""December"":0,""August"":0,""April"":1,""July"":1,""September"":0}",,34660,9/24/18 14:21,25695
590b90af4f8feb3ebb4928cd4b98a92f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""January"":1,""September"":1,""June"":0,""November"":1,""July"":0,""April"":1,""February"":0,""October"":1,""March"":1,""May"":1,""December"":0}",,39794,9/24/18 14:21,25696
937838eaa0787e27e4473eab957e170f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,79184,0,1,,,21000,9/24/18 14:21,25697
3224910f739481ddc9374fa1acd23121,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,20843,0,1,may,,21000,9/24/18 14:21,25698
d31550c4658525f9f1a0a83f88de573d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""October"":0,""June"":0,""September"":0,""May"":0,""January"":1,""March"":0,""November"":0,""February"":1,""April"":0,""July"":0,""August"":1}",,8088,9/24/18 14:21,25699
a89ccd366e6aeb70ed321a2f39ea244d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""June"":0,""August"":0,""December"":0,""October"":0,""January"":1,""February"":1,""July"":0,""November"":0,""March"":1,""April"":1,""May"":0}",,77220,9/24/18 14:21,25700
450b4e69642412ed8e7ca152858e1460,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""July"":1,""June"":1,""November"":1,""August"":1,""May"":1,""January"":1,""February"":1,""December"":1,""April"":1,""March"":1,""October"":1}",,28427,9/24/18 14:21,25701
f005b0d4f2d0d1af849755384bedfa3c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,39854,26,0,"
january
",may,21000,9/24/18 14:21,25702
df31370edb611de4f19aec5f713d5ae4,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""March"":1,""July"":1,""April"":1,""January"":1,""May"":1,""June"":1,""December"":1,""October"":1,""February"":1,""August"":1,""September"":1}",,24488,9/24/18 14:21,25703
7f15ec88d02fe88e134683329abb1aff,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""September"":1,""March"":0,""April"":0,""June"":0,""May"":0,""August"":0,""July"":0,""February"":1,""November"":1,""October"":0,""January"":1}",,26642,9/24/18 14:21,25704
efdce28aa2f14f541a1102c01c960a85,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,65986,0,1,NOVEMBER,November,21000,9/24/18 14:21,25705
462d480c9318ba69a0d0b24909ccaf2d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,23825,0,1,January,"January
april

",21000,9/24/18 14:21,25706
9c9aaa284eb19ca17d0ceaa04458a1a6,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""June"":0,""October"":1,""November"":1,""April"":0,""January"":0,""March"":0,""December"":0,""February"":0,""September"":0,""May"":0,""August"":0}",,34761,9/24/18 14:21,25707
f2582bac0a441d479a84379383bbaf7d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":1,""June"":1,""July"":1,""January"":1,""April"":0,""December"":0,""November"":0,""August"":1,""March"":0,""September"":1,""October"":1,""May"":1}",,41731,9/24/18 14:22,25708
c47473cddf09577519379e27fcc7a59d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""July"":0,""December"":0,""February"":1,""November"":0,""April"":0,""August"":0,""October"":0,""January"":0,""June"":0,""March"":0,""September"":0}",,58797,9/24/18 14:22,25709
8f720c512610b3d067ec2f34131f3742,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,38818,0,1,September,,21000,9/24/18 14:22,25710
c58c91333885785883dcfa6b3fd17d07,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""December"":1,""July"":0,""September"":0,""January"":0,""November"":0,""June"":0,""October"":0,""April"":0,""March"":1,""August"":1,""May"":1}",,6937,9/24/18 14:22,25711
36229c98958ede6c75c4a03d685c5ac8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,27796,0,1,zi,zizzle,21000,9/24/18 14:22,25712
c2babe45877806a5c056bf60bd4fb09e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""February"":0,""April"":0,""November"":0,""October"":1,""January"":0,""March"":1,""December"":0,""May"":0,""August"":0,""September"":1,""July"":0}",,29080,9/24/18 14:22,25713
154d090391a6d6e72f7cc653762dd2e0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""October"":1,""July"":0,""August"":1,""February"":0,""May"":0,""November"":0,""January"":0,""June"":0,""April"":0,""December"":0,""September"":1}",,29508,9/24/18 14:22,25714
57991ae2bcfa59aeae01ce6bafa20a46,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""October"":0,""April"":1,""May"":0,""January"":1,""March"":0,""July"":0,""December"":0,""September"":1,""August"":1,""February"":1,""November"":0}",,73730,9/24/18 14:22,25715
40d21e667d7c081bf6242f7d9ccac190,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""November"":1,""February"":0,""September"":1,""May"":0,""December"":0,""August"":0,""October"":0,""January"":1,""June"":0,""July"":0,""April"":0}",,24859,9/24/18 14:22,25716
04ffcbf06c4fe7fdfd45f474ad8480e9,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""April"":0,""February"":0,""March"":0,""June"":0,""January"":1,""December"":0,""July"":0,""May"":0,""August"":0,""September"":0,""November"":0}",,17671,9/24/18 14:22,25717
fcb183f125658dfabdd43219c4033f01,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""November"":0,""July"":1,""February"":0,""December"":1,""March"":0,""April"":0,""January"":0,""October"":0,""September"":0,""May"":0,""June"":1}",,31962,9/24/18 14:22,25718
52bf9600df689e6ed88945c78221d917,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,44009,26,0,november,,21000,9/24/18 14:22,25719
3224910f739481ddc9374fa1acd23121,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""February"":1,""March"":1,""July"":0,""May"":1,""April"":1,""November"":0,""October"":0,""September"":0,""June"":0,""August"":0,""December"":0}",,6905,9/24/18 14:22,25720
c2534fdf334a478ecda971481b5cb394,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36085,0,1,January,,21000,9/24/18 14:22,25721
032fcb3401a2a2be7a32ae1ded4658c2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""July"":0,""May"":0,""December"":1,""January"":1,""September"":1,""June"":0,""March"":0,""October"":1,""November"":0,""February"":0,""April"":1}",,52576,9/24/18 14:22,25722
44b644fd2961b79d9cea5842a61e0c92,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,45270,26,0,February,,21000,9/24/18 14:22,25723
8dc2ea871578e716ee031d2378621e0d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""August"":1,""November"":1,""October"":1,""March"":1,""May"":1,""February"":0,""June"":0,""January"":1,""September"":1,""July"":1,""April"":0}",,32587,9/24/18 14:22,25724
7b75367cbdee0ef592b02481c56712da,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36692,0,1,May,,21000,9/24/18 14:22,25725
f005b0d4f2d0d1af849755384bedfa3c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""September"":0,""February"":0,""May"":1,""August"":0,""July"":0,""November"":0,""December"":0,""April"":0,""January"":1,""June"":0,""October"":0}",,5285,9/24/18 14:22,25726
21bbd250b0791d67024d08712b82bfc2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,59152,15,0,March,,21000,9/24/18 14:22,25727
a8c9a5f86143876bf40ae8649ece6984,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,16424,15,0,MAY,,21000,9/24/18 14:22,25728
fefa791d9688d6a3801d2174e3995c94,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""January"":1,""November"":0,""December"":1,""April"":0,""March"":0,""May"":0,""July"":1,""June"":1,""October"":1,""September"":0,""February"":0}",,183070,9/24/18 14:22,25729
6ed2e92128277fee9ad1db80a6b3f463,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""January"":0,""September"":0,""April"":1,""December"":0,""June"":0,""May"":0,""February"":0,""July"":0,""November"":0,""March"":1,""August"":0}",,67249,9/24/18 14:22,25730
5feb02ee0ba522310f3b6d0d3c39eb42,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34752,0,1,May,JanMay,21000,9/24/18 14:22,25731
720e93bc963975ab077569429be000b3,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""January"":1,""March"":1,""February"":1,""May"":1,""July"":1,""November"":1,""August"":0,""September"":0,""October"":0,""April"":0,""December"":1}",,44679,9/24/18 14:22,25732
59831dbca71a7595c6de164d639b9d99,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,57488,26,0,,,21000,9/24/18 14:22,25733
462d480c9318ba69a0d0b24909ccaf2d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""March"":0,""November"":0,""August"":1,""September"":0,""December"":0,""February"":1,""July"":0,""January"":1,""April"":1,""May"":0,""October"":0}",,21032,9/24/18 14:23,25734
11d0154f4b147630f126bdb5ad9c3935,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27590,0,1,October,,21000,9/24/18 14:23,25735
acab672cf5c5b4d29a66afb72142149c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,63252,0,1,October,"jan, feb , mar",21000,9/24/18 14:23,25736
36229c98958ede6c75c4a03d685c5ac8,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""November"":0,""March"":0,""January"":0,""October"":0,""June"":0,""December"":0,""September"":0,""May"":0,""April"":0,""July"":0,""August"":0}",,26595,9/24/18 14:23,25737
b2c9c34b1a190fa18b95141e47f3030d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35500,0,1,May,,21000,9/24/18 14:23,25738
7918eda29c335fa48c1e187600d9401c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,50530,0,1,october,september,21000,9/24/18 14:23,25739
2402cdd78799f89905fafa716b34740e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":1,""October"":0,""May"":0,""July"":0,""November"":0,""June"":0,""December"":0,""January"":1,""March"":1,""September"":0,""April"":1,""August"":0}",,43551,9/24/18 14:23,25740
47c04607846c6cb1774557629d3e382f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,28083,0,1,september,,21000,9/24/18 14:23,25741
da6911ca0fa3f5255e0d99fde3f08869,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,79315,0,1,November,,21000,9/24/18 14:23,25742
8f720c512610b3d067ec2f34131f3742,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""August"":0,""March"":0,""May"":0,""November"":0,""July"":0,""October"":0,""April"":0,""February"":0,""December"":1,""January"":1,""June"":0}",,18240,9/24/18 14:23,25743
937838eaa0787e27e4473eab957e170f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""October"":0,""April"":1,""February"":1,""September"":0,""December"":0,""June"":0,""March"":1,""May"":0,""November"":0,""January"":1,""July"":0}",,69348,9/24/18 14:23,25744
2a5a3349ef8ecebc4f99f2da4bf859df,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,110107,0,1,,,21000,9/24/18 14:23,25745
21bbd250b0791d67024d08712b82bfc2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""May"":1,""October"":1,""April"":1,""December"":1,""January"":1,""September"":1,""August"":1,""March"":1,""June"":1,""July"":1,""February"":1}",,7778,9/24/18 14:23,25746
130311f54f6d31e4c8d3174e8bf0ac4f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,102158,0,1,July,THIRD LETTER LATE IN ALB,21000,9/24/18 14:23,25747
d8fe5d014352efe326b18874b66bdc57,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,22009,0,1,May,,21000,9/24/18 14:23,25748
efdce28aa2f14f541a1102c01c960a85,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""April"":1,""January"":0,""December"":0,""May"":0,""June"":0,""March"":1,""November"":1,""July"":0,""September"":0,""August"":0,""February"":0}",,45327,9/24/18 14:23,25749
2276bdfd07ce56b07b76dcd054a33898,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,49678,0,1,MAY,,21000,9/24/18 14:24,25750
c2534fdf334a478ecda971481b5cb394,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""February"":1,""September"":0,""April"":0,""May"":0,""January"":1,""August"":1,""March"":0,""October"":1,""July"":0,""June"":0,""November"":1}",,14332,9/24/18 14:24,25751
a8c9a5f86143876bf40ae8649ece6984,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""April"":0,""November"":0,""March"":0,""December"":0,""October"":0,""February"":0,""September"":0,""January"":0,""May"":1,""June"":0,""August"":0}",,26548,9/24/18 14:24,25752
2e83a3ab9538640badfcd3a2ad0dbb18,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,54152,0,1,September,,21000,9/24/18 14:24,25753
37409ec7cd332147d908b9d7206d2085,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,50081,26,0,"November
",,21000,9/24/18 14:24,25754
52bf9600df689e6ed88945c78221d917,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""May"":0,""December"":0,""November"":1,""September"":1,""October"":1,""August"":0,""June"":0,""January"":0,""March"":0,""July"":0,""April"":0}",,41254,9/24/18 14:24,25755
399e53f78864a30a8ca8d3300260004a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,86645,0,1,June,,21000,9/24/18 14:24,25756
11d0154f4b147630f126bdb5ad9c3935,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""August"":0,""April"":1,""January"":0,""October"":1,""December"":1,""September"":1,""November"":1,""May"":0,""February"":0,""July"":1,""June"":1}",,3604,9/24/18 14:24,25757
25992de294c025b6fca5d4e65da083d7,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,42913,0,1,"may
may
 ",,21000,9/24/18 14:24,25758
44b644fd2961b79d9cea5842a61e0c92,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""September"":0,""December"":1,""October"":0,""June"":0,""May"":0,""March"":0,""November"":1,""July"":0,""February"":1,""August"":0,""January"":1}",,45686,9/24/18 14:24,25759
b6921301365a5c18f4934919077189ac,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,23096,30,0,DAZZLE,,21000,9/24/18 14:24,25760
ef0567589f4f2f79553f8b14b7d2b7f4,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40383,0,1,November,"September
November",21000,9/24/18 14:24,25761
1c51ac5592e0831032e247538cc4d6e8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,70338,0,1,november,november,21000,9/24/18 14:24,25762
ecb689b67c79dc2a4506b64ee8b85a7e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,56155,0,1,september,s,21000,9/24/18 14:24,25763
47c04607846c6cb1774557629d3e382f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""March"":0,""January"":0,""April"":0,""February"":0,""October"":0,""June"":0,""November"":0,""August"":0,""May"":0,""September"":1,""December"":0}",,31868,9/24/18 14:24,25764
9136082f25c95453f8c8c21ec478d7d0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,33967,26,0,september,,21000,9/24/18 14:24,25765
59831dbca71a7595c6de164d639b9d99,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""December"":1,""February"":1,""March"":1,""November"":1,""July"":1,""April"":1,""January"":1,""October"":1,""September"":1,""May"":1,""June"":1}",,52155,9/24/18 14:25,25766
d8fe5d014352efe326b18874b66bdc57,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""February"":0,""August"":0,""July"":0,""May"":1,""October"":1,""December"":0,""September"":1,""June"":0,""April"":0,""January"":0,""November"":0}",,17838,9/24/18 14:25,25767
b2c9c34b1a190fa18b95141e47f3030d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""September"":0,""June"":0,""December"":0,""April"":0,""August"":0,""October"":0,""July"":0,""March"":0,""May"":1,""January"":0,""November"":1}",,46203,9/24/18 14:25,25768
7d73940c22d9b49d7feb6d3c449ede2a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34339,26,0,May,,21000,9/24/18 14:25,25769
acab672cf5c5b4d29a66afb72142149c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""February"":1,""September"":1,""December"":1,""August"":0,""October"":1,""July"":0,""April"":0,""January"":0,""June"":0,""November"":0,""March"":0}",,37208,9/24/18 14:25,25770
314a721713063cc4f06e055e6fade54e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,64901,26,0,,april,21000,9/24/18 14:25,25771
b07274d93ca760b85fc4b3c55cf43dbe,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,20649,0,1,december,,21000,9/24/18 14:25,25772
